candidate_id,race_id,district_id,year,state,district,candidate_name,party,candidate_votes,total_votes,FEC_candidate_id,CAND_ICI,TTL_DISB
2020_H0NE01120,NE_1_2020,NE_1,2020,NEBRASKA,1,KATE BOLZ,Democrat,119622,317566,H0NE01120,C,1145896.56
2010_H8NE02139,NE_2_2010,NE_2,2010,NEBRASKA,2,LEE TERRY,Republican,93840,154326,H8NE02139,I,1965742.63
2010_H0NE02144,NE_2_2010,NE_2,2010,NEBRASKA,2,TOM WHITE,Democrat,60486,154326,H0NE02144,C,1022346.03
2012_H2NE02058,NE_2_2012,NE_2,2012,NEBRASKA,2,JOHN W EWING JR,Democrat,129767,263731,H2NE02058,C,585171.13
2012_H8NE02139,NE_2_2012,NE_2,2012,NEBRASKA,2,LEE TERRY,Republican,133964,263731,H8NE02139,I,2033246.3
2014_H4NE02054,NE_2_2014,NE_2,2014,NEBRASKA,2,BRAD ASHFORD,Democrat,83872,171509,H4NE02054,C,1231468.32
GEN_000841,NE_2_2014,NE_2,2014,NEBRASKA,2,STEVEN LAIRD,Other,9021,171509,,,
2014_H8NE02139,NE_2_2014,NE_2,2014,NEBRASKA,2,LEE TERRY,Republican,78157,171509,H8NE02139,I,3084768.22
2016_H6NE02125,NE_2_2016,NE_2,2016,NEBRASKA,2,DON BACON,Republican,141066,288308,H6NE02125,C,1579008.03
GEN_001188,NE_2_2016,NE_2,2016,NEBRASKA,2,STEVEN LAIRD,Other,9640,288308,,,
2016_H4NE02054,NE_2_2016,NE_2,2016,NEBRASKA,2,BRAD ASHFORD,Democrat,137602,288308,H4NE02054,I,2526950.05
2018_H8NE02220,NE_2_2018,NE_2,2018,NEBRASKA,2,KARA EASTMAN,Democrat,121770,248485,H8NE02220,C,2549874.69
2018_H6NE02125,NE_2_2018,NE_2,2018,NEBRASKA,2,DON BACON,Republican,126715,248485,H6NE02125,I,2600431.85
2020_H8NE02220,NE_2_2020,NE_2,2020,NEBRASKA,2,KARA EASTMAN,Democrat,155706,336962,H8NE02220,C,4578198.75
GEN_001818,NE_2_2020,NE_2,2020,NEBRASKA,2,TYLER SCHAEFFER,Other,10185,336962,,,
2020_H6NE02125,NE_2_2020,NE_2,2020,NEBRASKA,2,DON BACON,Republican,171071,336962,H6NE02125,I,3755143.73
2010_H6NE03115,NE_3_2010,NE_3,2010,NEBRASKA,3,ADRIAN SMITH,Republican,117275,167243,H6NE03115,I,972219.88
2010_H0NE03175,NE_3_2010,NE_3,2010,NEBRASKA,3,REBEKAH DAVIS,Democrat,29932,167243,H0NE03175,C,54493.36
2012_H2NE03023,NE_3_2012,NE_3,2012,NEBRASKA,3,MARK SULLIVAN,Democrat,65266,252689,H2NE03023,C,35860.0
2012_H6NE03115,NE_3_2012,NE_3,2012,NEBRASKA,3,ADRIAN SMITH,Republican,187423,252689,H6NE03115,I,705515.2
2014_H6NE03115,NE_3_2014,NE_3,2014,NEBRASKA,3,ADRIAN SMITH,Republican,139440,184964,H6NE03115,I,877939.64
2014_H2NE03023,NE_3_2014,NE_3,2014,NEBRASKA,3,MARK SULLIVAN,Democrat,45524,184964,H2NE03023,C,63507.57
2016_H6NE03115,NE_3_2016,NE_3,2016,NEBRASKA,3,ADRIAN SMITH,Republican,226720,226720,H6NE03115,I,773856.83
2018_H6NE03115,NE_3_2018,NE_3,2018,NEBRASKA,3,ADRIAN SMITH,Republican,163650,213304,H6NE03115,I,1612145.02
2018_H8NE03095,NE_3_2018,NE_3,2018,NEBRASKA,3,PAUL THEOBALD,Democrat,49654,213304,H8NE03095,C,73490.07
2020_H0NE03225,NE_3_2020,NE_3,2020,NEBRASKA,3,MARK ELWORTH JR,Democrat,50690,286770,H0NE03225,C,0.0
GEN_001819,NE_3_2020,NE_3,2020,NEBRASKA,3,DUSTIN C HOBBS,Other,10923,286770,,,
2020_H6NE03115,NE_3_2020,NE_3,2020,NEBRASKA,3,ADRIAN SMITH,Republican,225157,286770,H6NE03115,I,1153644.41
2010_H0NH01217,NH_1_2010,NH_1,2010,NEW HAMPSHIRE,1,FRANK C GUINTA,Republican,121655,225124,H0NH01217,C,1558944.46
2010_H6NH01230,NH_1_2010,NH_1,2010,NEW HAMPSHIRE,1,CAROL SHEA-PORTER,Democrat,95503,225124,H6NH01230,I,1682123.62
GEN_000205,NH_1_2010,NH_1,2010,NEW HAMPSHIRE,1,PHILIP HODSON,Other,7966,225124,,,
2012_H6NH01230,NH_1_2012,NH_1,2012,NEW HAMPSHIRE,1,CAROL SHEA-PORTER,Democrat,171650,345022,H6NH01230,C,1696702.75
2012_H0NH01217,NH_1_2012,NH_1,2012,NEW HAMPSHIRE,1,FRANK C GUINTA,Republican,158659,345022,H0NH01217,C,1869673.46
GEN_000538,NH_1_2012,NH_1,2012,NEW HAMPSHIRE,1,BRENDAN KELLY,Other,14521,345022,,,
2014_H6NH01230,NH_1_2014,NH_1,2014,NEW HAMPSHIRE,1,CAROL SHEA-PORTER,Democrat,116769,242736,H6NH01230,C,1714914.56
2014_H0NH01217,NH_1_2014,NH_1,2014,NEW HAMPSHIRE,1,FRANK C GUINTA,Republican,125508,242736,H0NH01217,C,1261539.04
2016_H6NH01230,NH_1_2016,NH_1,2016,NEW HAMPSHIRE,1,CAROL SHEA-PORTER,Democrat,162080,365984,H6NH01230,C,1554745.36
2016_H6NH01271,NH_1_2016,NH_1,2016,NEW HAMPSHIRE,1,SHAWN P O'CONNOR,Other,34735,365984,H6NH01271,C,2022443.42
2016_H0NH01217,NH_1_2016,NH_1,2016,NEW HAMPSHIRE,1,FRANK C GUINTA,Republican,157176,365984,H0NH01217,I,1545515.37
GEN_001189,NH_1_2016,NH_1,2016,NEW HAMPSHIRE,1,BRENDAN KELLY,Other,6074,365984,,,
GEN_001190,NH_1_2016,NH_1,2016,NEW HAMPSHIRE,1,ROBERT LOMBARDO,Other,5507,365984,,,
GEN_001500,NH_1_2018,NH_1,2018,NEW HAMPSHIRE,1,DAN BELFORTI,Other,4048,291039,,,
2018_H8NH01210,NH_1_2018,NH_1,2018,NEW HAMPSHIRE,1,CHRIS PAPPAS,Democrat,155884,291039,H8NH01210,O,2105498.06
2018_H8NH01152,NH_1_2018,NH_1,2018,NEW HAMPSHIRE,1,EDDIE EDWARDS,Republican,130996,291039,H8NH01152,O,1217271.65
GEN_001820,NH_1_2020,NH_1,2020,NEW HAMPSHIRE,1,ZACHARY S DUMONT,Other,9747,400661,,,
2020_H0NH01282,NH_1_2020,NH_1,2020,NEW HAMPSHIRE,1,MATT MOWERS,Republican,185159,400661,H0NH01282,C,1758300.07
2020_H8NH01210,NH_1_2020,NH_1,2020,NEW HAMPSHIRE,1,CHRIS PAPPAS,Democrat,205606,400661,H8NH01210,I,3122213.85
2010_H0NH02181,NH_2_2010,NH_2,2010,NEW HAMPSHIRE,2,ANN MCLANE KUSTER,Democrat,105060,224663,H0NH02181,O,2486894.0
2010_H0NH02231,NH_2_2010,NH_2,2010,NEW HAMPSHIRE,2,TIM VANBLOMMESTEYN,Other,6197,224663,H0NH02231,O,21094.96
2010_H0NH02017,NH_2_2010,NH_2,2010,NEW HAMPSHIRE,2,CHARLES BASS,Republican,108610,224663,H0NH02017,O,1249004.97
GEN_000206,NH_2_2010,NH_2,2010,NEW HAMPSHIRE,2,HOWARD L WILSON,Other,4796,224663,,,
GEN_000539,NH_2_2012,NH_2,2012,NEW HAMPSHIRE,2,HARDY MACIA,Other,14936,337394,,,
2012_H0NH02017,NH_2_2012,NH_2,2012,NEW HAMPSHIRE,2,CHARLES F BASS,Republican,152977,337394,H0NH02017,I,2072140.92
2012_H0NH02181,NH_2_2012,NH_2,2012,NEW HAMPSHIRE,2,ANN MCLANE KUSTER,Democrat,169275,337394,H0NH02181,C,3173921.36
2014_H0NH02181,NH_2_2014,NH_2,2014,NEW HAMPSHIRE,2,ANN M KUSTER,Democrat,130700,238184,H0NH02181,I,3641777.18
2014_H4NH02241,NH_2_2014,NH_2,2014,NEW HAMPSHIRE,2,MARILINDA GARCIA,Republican,106871,238184,H4NH02241,C,1195083.72
2016_H0NH02181,NH_2_2016,NH_2,2016,NEW HAMPSHIRE,2,ANN M KUSTER,Democrat,174371,350509,H0NH02181,I,2182810.77
GEN_001191,NH_2_2016,NH_2,2016,NEW HAMPSHIRE,2,JOHN J BABIARZ,Other,17076,350509,,,
2016_H6NH02238,NH_2_2016,NH_2,2016,NEW HAMPSHIRE,2,JIM LAWRENCE,Republican,158825,350509,H6NH02238,C,104872.73
2018_H0NH02181,NH_2_2018,NH_2,2018,NEW HAMPSHIRE,2,ANNE MCLANE KUSTER,Democrat,155358,279705,H0NH02181,I,3357381.2
2018_H8NH02275,NH_2_2018,NH_2,2018,NEW HAMPSHIRE,2,STEVEN NEGRON,Republican,117990,279705,H8NH02275,C,454910.24
GEN_001501,NH_2_2018,NH_2,2018,NEW HAMPSHIRE,2,JUSTIN O'DONNELL,Other,6206,279705,,,
GEN_001821,NH_2_2020,NH_2,2020,NEW HAMPSHIRE,2,ANDREW OLDING,Other,9119,386441,,,
2020_H0NH02181,NH_2_2020,NH_2,2020,NEW HAMPSHIRE,2,ANN M KUSTER,Democrat,208289,386441,H0NH02181,I,3055351.43
2020_H8NH02275,NH_2_2020,NH_2,2020,NEW HAMPSHIRE,2,STEVEN NEGRON,Republican,168886,386441,H8NH02275,C,459541.62
2010_H0NJ10026,NJ_10_2010,NJ_10,2010,NEW JERSEY,10,DONALD M PAYNE,Democrat,95299,111877,H0NJ10026,I,530169.62
GEN_000210,NJ_10_2010,NJ_10,2010,NEW JERSEY,10,JOANNE MILLER,Other,1080,111877,,,
GEN_000211,NJ_10_2010,NJ_10,2010,NEW JERSEY,10,MICHAEL J ALONSO,Republican,14357,111877,,,
2010_H0NJ10174,NJ_10_2010,NJ_10,2010,NEW JERSEY,10,ROBERT LOUIS TOUSSAINT,Other,1141,111877,H0NJ10174,C,9142.0
GEN_000543,NJ_10_2012,NJ_10,2012,NEW JERSEY,10,BRIAN C KELEMEN,Republican,24271,230060,,,
GEN_000544,NJ_10_2012,NJ_10,2012,NEW JERSEY,10,JOANNE MILLER,Other,3127,230060,,,
GEN_000545,NJ_10_2012,NJ_10,2012,NEW JERSEY,10,MICK ERICKSON,Other,1227,230060,,,
2012_H2NJ10154,NJ_10_2012,NJ_10,2012,NEW JERSEY,10,DONALD M PAYNE JR,Democrat,201435,230060,H2NJ10154,I,582654.02
GEN_000848,NJ_10_2014,NJ_10,2014,NEW JERSEY,10,YOLANDA DENTLEY,Republican,14154,112123,,,
GEN_000847,NJ_10_2014,NJ_10,2014,NEW JERSEY,10,GWENDOLYN A FRANKLIN,Other,1237,112123,,,
GEN_000846,NJ_10_2014,NJ_10,2014,NEW JERSEY,10,DARK ANGEL,Other,998,112123,,,
2014_H2NJ10154,NJ_10_2014,NJ_10,2014,NEW JERSEY,10,DONALD M PAYNE JR,Democrat,95734,112123,H2NJ10154,I,552332.25
GEN_001195,NJ_10_2016,NJ_10,2016,NEW JERSEY,10,AARON WALTER FRASER,Other,1746,222771,,,
GEN_001197,NJ_10_2016,NJ_10,2016,NEW JERSEY,10,JOANNE MILLER,Other,3719,222771,,,
GEN_001196,NJ_10_2016,NJ_10,2016,NEW JERSEY,10,DAVID H PINCKNEY,Republican,26450,222771,,,
2016_H2NJ10154,NJ_10_2016,NJ_10,2016,NEW JERSEY,10,DONALD M PAYNE JR,Democrat,190856,222771,H2NJ10154,I,494593.99
GEN_001507,NJ_10_2018,NJ_10,2018,NEW JERSEY,10,JOANNE MILLER,Other,2038,200159,,,
2018_H2NJ10154,NJ_10_2018,NJ_10,2018,NEW JERSEY,10,DONALD M PAYNE JR,Democrat,175253,200159,H2NJ10154,I,568615.06
GEN_001506,NJ_10_2018,NJ_10,2018,NEW JERSEY,10,CYNTHIA JOHNSON,Other,2070,200159,,,
GEN_001505,NJ_10_2018,NJ_10,2018,NEW JERSEY,10,AGHA KHAN,Republican,20191,200159,,,
GEN_001508,NJ_10_2018,NJ_10,2018,NEW JERSEY,10,SCOTT DIROMA,Other,607,200159,,,
GEN_001825,NJ_10_2020,NJ_10,2020,NEW JERSEY,10,KHALIAH FITCHETTE,Other,3480,290009,,,
GEN_001824,NJ_10_2020,NJ_10,2020,NEW JERSEY,10,JOHN MIRRIONE,Other,1172,290009,,,
GEN_001823,NJ_10_2020,NJ_10,2020,NEW JERSEY,10,JENNIFER ZINONE,Republican,40298,290009,,,
GEN_001822,NJ_10_2020,NJ_10,2020,NEW JERSEY,10,AKIL KHALFANI,Other,3537,290009,,,
2020_H2NJ10154,NJ_10_2020,NJ_10,2020,NEW JERSEY,10,DONALD M PAYNE JR,Democrat,241522,290009,H2NJ10154,I,464776.89
2010_H0NJ11123,NJ_11_2010,NJ_11,2010,NEW JERSEY,11,JIM GAWRON,Other,4179,181800,H0NJ11123,C,216.0
2010_H0NJ11099,NJ_11_2010,NJ_11,2010,NEW JERSEY,11,DOUGLAS HERBERT,Democrat,55472,181800,H0NJ11099,C,42258.04
2010_H2NJ05014,NJ_11_2010,NJ_11,2010,NEW JERSEY,11,RODNEY P FRELINGHUYSEN,Republican,122149,181800,H2NJ05014,I,1104387.76
2012_H2NJ11111,NJ_11_2012,NJ_11,2012,NEW JERSEY,11,JOHN ARVANITES,Democrat,123897,309859,H2NJ11111,C,99056.28
GEN_000546,NJ_11_2012,NJ_11,2012,NEW JERSEY,11,BARRY BERLIN,Other,3725,309859,,,
2012_H2NJ05014,NJ_11_2012,NJ_11,2012,NEW JERSEY,11,RODNEY P FRELINGHUYSEN,Republican,182237,309859,H2NJ05014,I,1184498.09
2014_H4NJ11091,NJ_11_2014,NJ_11,2014,NEW JERSEY,11,MARK DUNEC,Democrat,65477,174932,H4NJ11091,C,173617.22
2014_H2NJ05014,NJ_11_2014,NJ_11,2014,NEW JERSEY,11,RODNEY P FRELINGHUYSEN,Republican,109455,174932,H2NJ05014,I,1442972.54
GEN_001200,NJ_11_2016,NJ_11,2016,NEW JERSEY,11,THOMAS DEPASQUALE,Other,7056,334992,,,
GEN_001199,NJ_11_2016,NJ_11,2016,NEW JERSEY,11,JOSEPH M WENZEL,Democrat,130162,334992,,,
GEN_001198,NJ_11_2016,NJ_11,2016,NEW JERSEY,11,JEFF HETRICK,Other,3475,334992,,,
2016_H2NJ05014,NJ_11_2016,NJ_11,2016,NEW JERSEY,11,RODNEY P FRELINGHUYSEN,Republican,194299,334992,H2NJ05014,I,1672002.44
GEN_001509,NJ_11_2018,NJ_11,2018,NEW JERSEY,11,ROBERT F CROOK,Other,2182,323574,,,
2018_H8NJ11142,NJ_11_2018,NJ_11,2018,NEW JERSEY,11,MIKIE SHERRILL,Democrat,183684,323574,H8NJ11142,O,8168084.08
2018_H8NJ11217,NJ_11_2018,NJ_11,2018,NEW JERSEY,11,JAY WEBBER,Republican,136322,323574,H8NJ11217,O,1646820.97
GEN_001510,NJ_11_2018,NJ_11,2018,NEW JERSEY,11,RYAN MARTINEZ,Other,1386,323574,,,
2020_H8NJ11142,NJ_11_2020,NJ_11,2020,NEW JERSEY,11,MIKIE SHERRILL,Democrat,235163,441176,H8NJ11142,I,3807868.3
2020_H0NJ07279,NJ_11_2020,NJ_11,2020,NEW JERSEY,11,ROSEMARY BECCHI,Republican,206013,441176,H0NJ07279,C,1697769.2
2010_H0NJ12162,NJ_12_2010,NJ_12,2010,NEW JERSEY,12,SCOTT SIPPRELLE,Republican,93634,204002,H0NJ12162,C,2103571.17
GEN_000212,NJ_12_2010,NJ_12,2010,NEW JERSEY,12,KENNETH J CODY,Other,2154,204002,,,
2010_H6NJ12144,NJ_12_2010,NJ_12,2010,NEW JERSEY,12,RUSH D HOLT,Democrat,108214,204002,H6NJ12144,I,2958135.47
GEN_000548,NJ_12_2012,NJ_12,2012,NEW JERSEY,12,KENNETH J CODY,Other,1285,274378,,,
GEN_000547,NJ_12_2012,NJ_12,2012,NEW JERSEY,12,JACK FREUDENHEIM,Other,2261,274378,,,
2012_H6NJ12144,NJ_12_2012,NJ_12,2012,NEW JERSEY,12,RUSH D HOLT,Democrat,189926,274378,H6NJ12144,I,1511879.77
2012_H2NJ12119,NJ_12_2012,NJ_12,2012,NEW JERSEY,12,ERIC A BECK,Republican,80906,274378,H2NJ12119,C,129280.97
2014_H4NJ12123,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,ALIETA ECK,Republican,54168,148366,H4NJ12123,O,223878.72
2014_H4NJ12149,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,BONNIE WATSON,Democrat,90430,148366,H4NJ12149,O,1388282.82
GEN_000852,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,KENNETH J CODY,Other,567,148366,,,
GEN_000850,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,DON DEZARN,Other,1330,148366,,,
GEN_000853,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,STEVEN WELZER,Other,890,148366,,,
GEN_000849,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,ALLEN J CANNON,Other,450,148366,,,
GEN_000851,NJ_12_2014,NJ_12,2014,NEW JERSEY,12,JACK FREUDENHEIM,Other,531,148366,,,
GEN_001203,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,ROBERT SHAPIRO,Other,2775,288634,,,
GEN_001205,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,STEVEN WELZER,Other,2135,288634,,,
GEN_001206,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,THOMAS FITZPATRICK,Other,2482,288634,,,
GEN_001204,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,STEVEN J UCCIO,Republican,92407,288634,,,
GEN_001202,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,R EDWARD FORCHION,Other,6094,288634,,,
2016_H4NJ12149,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,BONNIE WATSON COLEMAN,Democrat,181430,288634,H4NJ12149,I,1030812.46
GEN_001201,NJ_12_2016,NJ_12,2016,NEW JERSEY,12,MICHAEL R BOLLENTIN,Other,1311,288634,,,
2018_H8NJ12108,NJ_12_2018,NJ_12,2018,NEW JERSEY,12,DARYL KIPNIS,Republican,79041,252375,H8NJ12108,C,24708.35
2018_H4NJ12149,NJ_12_2018,NJ_12,2018,NEW JERSEY,12,BONNIE WATSON COLEMAN,Democrat,173334,252375,H4NJ12149,I,846026.64
2020_H0NJ12204,NJ_12_2020,NJ_12,2020,NEW JERSEY,12,MARK RAZZOLI,Republican,114591,351725,H0NJ12204,C,1142.41
GEN_001826,NJ_12_2020,NJ_12,2020,NEW JERSEY,12,"EDWARD ""NJ WEEDMAN"" FORCHION",Other,4512,351725,,,
GEN_001827,NJ_12_2020,NJ_12,2020,NEW JERSEY,12,KENNETH J CODY,Other,1739,351725,,,
2020_H4NJ12149,NJ_12_2020,NJ_12,2020,NEW JERSEY,12,BONNIE WATSON COLEMAN,Democrat,230883,351725,H4NJ12149,I,848941.86
GEN_000213,NJ_13_2010,NJ_13,2010,NEW JERSEY,13,ANTHONY ZANOWIC,Other,1508,84796,,,
GEN_000214,NJ_13_2010,NJ_13,2010,NEW JERSEY,13,MAXIMO GOMEZ NACER,Other,910,84796,,,
2010_H0NJ13152,NJ_13_2010,NJ_13,2010,NEW JERSEY,13,HENRIETTA DWYER,Republican,19538,84796,H0NJ13152,C,4873.0
2010_H6NJ13191,NJ_13_2010,NJ_13,2010,NEW JERSEY,13,ALBIO SIRES,Democrat,62840,84796,H6NJ13191,I,708762.9
GEN_000209,NJ_1_2010,NJ_1,2010,NEW JERSEY,1,NICKY I PETRUTZ,Other,521,168267,,,
2010_H0NJ01066,NJ_1_2010,NJ_1,2010,NEW JERSEY,1,ROBERT E ANDREWS,Democrat,106334,168267,H0NJ01066,I,1293841.45
2010_H8NJ01135,NJ_1_2010,NJ_1,2010,NEW JERSEY,1,DALE GLADING,Republican,58562,168267,H8NJ01135,C,65075.0
GEN_000207,NJ_1_2010,NJ_1,2010,NEW JERSEY,1,MARGARET M CHAPMAN,Other,1257,168267,,,
GEN_000208,NJ_1_2010,NJ_1,2010,NEW JERSEY,1,MARK HEACOCK,Other,1593,168267,,,
GEN_000542,NJ_1_2012,NJ_1,2012,NEW JERSEY,1,MARGARET CHAPMAN,Other,1177,308519,,,
GEN_000541,NJ_1_2012,NJ_1,2012,NEW JERSEY,1,JOHN WILLIAM REITTER,Other,4413,308519,,,
GEN_000540,NJ_1_2012,NJ_1,2012,NEW JERSEY,1,GREGORY W HORTON,Republican,92459,308519,,,
2012_H0NJ01066,NJ_1_2012,NJ_1,2012,NEW JERSEY,1,ROBERT E ANDREWS,Democrat,210470,308519,H0NJ01066,I,1449946.64
GEN_000843,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,MARGARET M CHAPMAN,Other,1103,162492,,,
2014_H4NJ01142,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,SCOT JOHN TOMASZEWSKI,Other,1784,162492,H4NJ01142,O,0.0
GEN_000842,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,DONALD E LETTON,Other,449,162492,,,
2014_H4NJ01084,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,DONALD W NORCROSS,Democrat,93315,162492,H4NJ01084,I,2076613.77
GEN_000845,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,ROBERT SHAPIRO,Other,1134,162492,,,
GEN_000844,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,MIKE BERMAN,Other,634,162492,,,
2014_H4NJ01092,NJ_1_2014,NJ_1,2014,NEW JERSEY,1,GARRY W COBB,Republican,64073,162492,H4NJ01092,O,108463.77
2016_H4NJ01142,NJ_1_2016,NJ_1,2016,NEW JERSEY,1,SCOT JOHN TOMASZEWSKI,Other,5473,305473,H4NJ01142,C,36034.0
GEN_001193,NJ_1_2016,NJ_1,2016,NEW JERSEY,1,MICHAEL BERMAN,Other,1971,305473,,,
GEN_001192,NJ_1_2016,NJ_1,2016,NEW JERSEY,1,BOB PATTERSON,Republican,112388,305473,,,
2016_H4NJ01084,NJ_1_2016,NJ_1,2016,NEW JERSEY,1,DONALD NORCROSS,Democrat,183231,305473,H4NJ01084,I,2358006.4
GEN_001194,NJ_1_2016,NJ_1,2016,NEW JERSEY,1,WILLIAM F SIHR IV,Other,2410,305473,,,
GEN_001502,NJ_1_2018,NJ_1,2018,NEW JERSEY,1,MOHAMMAD KABIR,Other,984,263418,,,
2018_H8NJ01259,NJ_1_2018,NJ_1,2018,NEW JERSEY,1,PAUL E DILKS,Republican,87617,263418,H8NJ01259,C,13985.83
2018_H4NJ01084,NJ_1_2018,NJ_1,2018,NEW JERSEY,1,DONALD W NORCROSS,Democrat,169628,263418,H4NJ01084,I,1503682.38
GEN_001504,NJ_1_2018,NJ_1,2018,NEW JERSEY,1,ROBERT SHAPIRO,Other,2821,263418,,,
GEN_001503,NJ_1_2018,NJ_1,2018,NEW JERSEY,1,PAUL HAMLIN,Other,2368,263418,,,
2020_H4NJ01084,NJ_1_2020,NJ_1,2020,NEW JERSEY,1,DONALD NORCROSS,Democrat,240567,385030,H4NJ01084,I,1102256.91
2020_H4NJ01118,NJ_1_2020,NJ_1,2020,NEW JERSEY,1,CLAIRE H GUSTAFSON,Republican,144463,385030,H4NJ01118,C,21761.17
GEN_000218,NJ_2_2010,NJ_2,2010,NEW JERSEY,2,VITOV VALDES-MUNOZ,Other,727,167120,,,
GEN_000217,NJ_2_2010,NJ_2,2010,NEW JERSEY,2,PETER F BOYCE,Other,4120,167120,,,
GEN_000216,NJ_2_2010,NJ_2,2010,NEW JERSEY,2,MARK LOVETT,Other,1123,167120,,,
2010_H2NJ02037,NJ_2_2010,NJ_2,2010,NEW JERSEY,2,FRANK A LOBIONDO,Republican,109460,167120,H2NJ02037,I,1430663.82
GEN_000215,NJ_2_2010,NJ_2,2010,NEW JERSEY,2,GARY STEIN,Democrat,51690,167120,,,
GEN_000551,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,JOHN ORDILLE,Other,2699,289069,,,
2012_H2NJ02144,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,CASSANDRA SHOBER,Democrat,116462,289069,H2NJ02144,C,47592.62
2012_H2NJ02151,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,CHARLES LUKENS,Other,1329,289069,H2NJ02151,C,3175.0
GEN_000549,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,DAVID W BOWEN SR,Other,1010,289069,,,
GEN_000550,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,FRANK FARALLI JR,Other,892,289069,,,
2012_H2NJ02037,NJ_2_2012,NJ_2,2012,NEW JERSEY,2,FRANK A LOBIONDO,Republican,166677,289069,H2NJ02037,I,1336918.44
2014_H4NJ02140,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,WILLIAM J HUGHES JR,Democrat,66026,177148,H4NJ02140,C,756353.94
GEN_000857,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,GARY STEIN,Other,612,177148,,,
GEN_000855,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,BAYODE OLABISI,Other,471,177148,,,
GEN_000854,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,ALEXANDER H SPANO,Other,663,177148,,,
2014_H2NJ02037,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,FRANK A LOBIONDO,Republican,108875,177148,H2NJ02037,I,2425939.83
GEN_000856,NJ_2_2014,NJ_2,2014,NEW JERSEY,2,COSTANTINO ROZZO,Other,501,177148,,,
GEN_001207,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,ERIC BEECHWOOD,Other,1387,297795,,,
2016_H6NJ02194,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,JAMES KEENAN,Other,2653,297795,H6NJ02194,C,502.48
2016_H4NJ02157,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,DAVID H COLE,Democrat,110838,297795,H4NJ02157,C,127591.76
GEN_001209,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,JOHN ORDILLE,Other,3773,297795,,,
GEN_001210,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,STEVEN FENICHEL,Other,1574,297795,,,
2016_H2NJ02037,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,FRANK A LOBIONDO,Republican,176338,297795,H2NJ02037,I,1640946.72
GEN_001208,NJ_2_2016,NJ_2,2016,NEW JERSEY,2,GABRIEL BRIAN FRANCO,Other,1232,297795,,,
GEN_001512,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,JOHN ORDILLE,Other,1726,258363,,,
GEN_001511,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,ANTHONY PARISI SANCHEZ,Other,1064,258363,,,
2018_H8NJ02281,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,WILLIAM R BENFER,Other,868,258363,H8NJ02281,O,530.53
2018_H8NJ02232,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,SETH GROSSMAN,Republican,116866,258363,H8NJ02232,O,308650.87
2018_H8NJ02166,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,JEFF VAN DREW,Democrat,136685,258363,H8NJ02166,O,1893108.28
GEN_001513,NJ_2_2018,NJ_2,2018,NEW JERSEY,2,STEVEN FENICHEL,Other,1154,258363,,,
GEN_001828,NJ_2_2020,NJ_2,2020,NEW JERSEY,2,JENNA HARVEY,Other,4136,376547,,,
GEN_001829,NJ_2_2020,NJ_2,2020,NEW JERSEY,2,JESSE EHRNSTROM,Other,3036,376547,,,
2020_H8NJ02166,NJ_2_2020,NJ_2,2020,NEW JERSEY,2,JEFFERSON VAN DREW,Republican,195526,376547,H8NJ02166,I,4138860.95
2020_H0NJ02171,NJ_2_2020,NJ_2,2020,NEW JERSEY,2,AMY KENNEDY,Democrat,173849,376547,H0NJ02171,C,5042549.44
