candidate_id,race_id,district_id,year,state,district,candidate_name,party,candidate_votes,total_votes,FEC_candidate_id,CAND_ICI,TTL_DISB
2010_H0CO06077,CO_6_2010,CO_6,2010,COLORADO,6,JOHN FLERLAGE,Democrat,104104,330943,H0CO06077,C,152780.23
2012_H2CO06123,CO_6_2012,CO_6,2012,COLORADO,6,JOE MIKLOSI,Democrat,156937,342914,H2CO06123,C,1703888.85
2012_H8CO06138,CO_6_2012,CO_6,2012,COLORADO,6,MIKE COFFMAN,Republican,163938,342914,H8CO06138,I,3844986.68
2012_H2CO06149,CO_6_2012,CO_6,2012,COLORADO,6,KATHY POLHEMUS,Other,13442,342914,H2CO06149,C,100389.74
GEN_000412,CO_6_2012,CO_6,2012,COLORADO,6,PATRICK E PROVOST,Other,8597,342914,,,
GEN_000741,CO_6_2014,CO_6,2014,COLORADO,6,NORM OLSEN,Other,8623,276440,,,
2014_H4CO06087,CO_6_2014,CO_6,2014,COLORADO,6,ANDREW ROMANOFF,Democrat,118847,276440,H4CO06087,C,5145369.66
2014_H8CO06138,CO_6_2014,CO_6,2014,COLORADO,6,MIKE COFFMAN,Republican,143467,276440,H8CO06138,I,4711131.67
GEN_000740,CO_6_2014,CO_6,2014,COLORADO,6,GARY SWING,Other,5503,276440,,,
GEN_001039,CO_6_2016,CO_6,2016,COLORADO,6,ROBERT LEE WORTHEY,Other,5641,376417,,,
2016_H6CO06058,CO_6_2016,CO_6,2016,COLORADO,6,MORGAN CARROLL,Democrat,160372,376417,H6CO06058,C,3132175.95
GEN_001038,CO_6_2016,CO_6,2016,COLORADO,6,NORM OLSEN,Other,18778,376417,,,
2016_H8CO06138,CO_6_2016,CO_6,2016,COLORADO,6,MIKE COFFMAN,Republican,191626,376417,H8CO06138,I,3574756.56
GEN_001394,CO_6_2018,CO_6,2018,COLORADO,6,DAN CHAPIN,Other,4607,346817,,,
2018_H8CO06229,CO_6_2018,CO_6,2018,COLORADO,6,JASON CROW,Democrat,187639,346817,H8CO06229,C,5667236.29
2018_H8CO06138,CO_6_2018,CO_6,2018,COLORADO,6,MIKE COFFMAN,Republican,148685,346817,H8CO06138,I,3823933.07
GEN_001395,CO_6_2018,CO_6,2018,COLORADO,6,KAT MARTIN,Other,5886,346817,,,
GEN_001668,CO_6_2020,CO_6,2020,COLORADO,6,NORM OLSEN,Other,9083,438473,,,
2020_H8CO06294,CO_6_2020,CO_6,2020,COLORADO,6,JAIMIE LYNN KULIKOWSKI,Other,3884,438473,H8CO06294,C,110645.22
2020_H0CO06119,CO_6_2020,CO_6,2020,COLORADO,6,STEVE HOUSE,Republican,175192,438473,H0CO06119,C,1253894.25
2020_H8CO06229,CO_6_2020,CO_6,2020,COLORADO,6,JASON CROW,Democrat,250314,438473,H8CO06229,I,2973214.66
2010_H6CO07023,CO_7_2010,CO_7,2010,COLORADO,7,ED PERLMUTTER,Democrat,112667,210810,H6CO07023,I,2943592.74
GEN_000074,CO_7_2010,CO_7,2010,COLORADO,7,BUCK BAILEY,Other,10117,210810,,,
2010_H0CO07026,CO_7_2010,CO_7,2010,COLORADO,7,RYAN FRAZIER,Republican,88026,210810,H0CO07026,C,1771942.8
GEN_000413,CO_7_2012,CO_7,2012,COLORADO,7,BUCK BAILEY,Other,9148,340970,,,
GEN_000414,CO_7_2012,CO_7,2012,COLORADO,7,"DOUGLAS ""DAYHORSE"" CAMPBELL",Other,10296,340970,,,
2012_H2CO07121,CO_7_2012,CO_7,2012,COLORADO,7,JOE COORS,Republican,139066,340970,H2CO07121,C,4832074.85
2012_H6CO07023,CO_7_2012,CO_7,2012,COLORADO,7,ED PERLMUTTER,Democrat,182460,340970,H6CO07023,I,2988390.89
2014_H4CO07036,CO_7_2014,CO_7,2014,COLORADO,7,DON YTTERBERG,Republican,120918,269143,H4CO07036,C,298112.3
2014_H6CO07023,CO_7_2014,CO_7,2014,COLORADO,7,ED PERLMUTTER,Democrat,148225,269143,H6CO07023,I,1891891.94
GEN_001040,CO_7_2016,CO_7,2016,COLORADO,7,MARTIN L BUCHANAN,Other,18186,362010,,,
2016_H6CO07023,CO_7_2016,CO_7,2016,COLORADO,7,ED PERLMUTTER,Democrat,199758,362010,H6CO07023,I,1738254.37
2016_H6CO07106,CO_7_2016,CO_7,2016,COLORADO,7,GEORGE ATHANASOPOULOS,Republican,144066,362010,H6CO07106,C,51319.76
2018_H6CO07023,CO_7_2018,CO_7,2018,COLORADO,7,ED PERLMUTTER,Democrat,204260,338006,H6CO07023,I,1462835.47
2018_H8CO07094,CO_7_2018,CO_7,2018,COLORADO,7,MARK BARRINGTON,Republican,119734,338006,H8CO07094,C,54976.96
GEN_001396,CO_7_2018,CO_7,2018,COLORADO,7,JENNIFER NACKERUD,Other,14012,338006,,,
GEN_001670,CO_7_2020,CO_7,2020,COLORADO,7,KEN BILES,Other,11510,423691,,,
2020_H0CO06101,CO_7_2020,CO_7,2020,COLORADO,7,"CHARLES ""CASPER"" STOCKHAM",Republican,159301,423691,H0CO06101,C,147959.35
2020_H6CO07023,CO_7_2020,CO_7,2020,COLORADO,7,ED PERLMUTTER,Democrat,250525,423691,H6CO07023,I,1345446.88
GEN_001669,CO_7_2020,CO_7,2020,COLORADO,7,DAVID OLSZTA,Other,2355,423691,,,
2010_H0CT01084,CT_1_2010,CT_1,2010,CONNECTICUT,1,KENNETH J KRAYESKE,Other,2564,226038,H0CT01084,C,10590.0
GEN_000075,CT_1_2010,CT_1,2010,CONNECTICUT,1,CRISTOPHER J HUTCHINSON,Other,955,226038,,,
2010_H0CT01076,CT_1_2010,CT_1,2010,CONNECTICUT,1,ANN BRICKLEY,Republican,84076,226038,H0CT01076,C,313854.51
2010_H8CT01046,CT_1_2010,CT_1,2010,CONNECTICUT,1,JOHN B LARSON,Democrat,138440,226038,H8CT01046,I,2445769.76
2012_H2CT01189,CT_1_2012,CT_1,2012,CONNECTICUT,1,MATTHEW M COREY,Other,2290,297061,H2CT01189,C,7050.0
2012_H2CT01163,CT_1_2012,CT_1,2012,CONNECTICUT,1,JOHN HENRY DECKER,Republican,82321,297061,H2CT01163,C,73150.1
2012_H2CT01155,CT_1_2012,CT_1,2012,CONNECTICUT,1,S MICHAEL DEROSA,Other,5477,297061,H2CT01155,C,2859.0
2012_H8CT01046,CT_1_2012,CT_1,2012,CONNECTICUT,1,JOHN B LARSON,Democrat,206973,297061,H8CT01046,I,2232557.75
2014_H2CT01189,CT_1_2014,CT_1,2014,CONNECTICUT,1,MATTHEW M COREY,Republican,78609,217881,H2CT01189,C,32290.76
2014_H8CT01046,CT_1_2014,CT_1,2014,CONNECTICUT,1,JOHN B LARSON,Democrat,135825,217881,H8CT01046,I,1659154.41
GEN_000742,CT_1_2014,CT_1,2014,CONNECTICUT,1,JEFFREY RUSSELL,Other,3447,217881,,,
2016_H2CT01189,CT_1_2016,CT_1,2016,CONNECTICUT,1,MATHHEW M COREY,Republican,105674,312925,H2CT01189,C,21169.79
GEN_001041,CT_1_2016,CT_1,2016,CONNECTICUT,1,S MICHAEL DEROSA,Other,6563,312925,,,
2016_H8CT01046,CT_1_2016,CT_1,2016,CONNECTICUT,1,JOHN B LARSON,Democrat,200686,312925,H8CT01046,I,1615369.72
GEN_001398,CT_1_2018,CT_1,2018,CONNECTICUT,1,THOMAS MCCORMICK,Other,3029,274140,,,
2018_H8CT01046,CT_1_2018,CT_1,2018,CONNECTICUT,1,JOHN B LARSON,Democrat,175087,274140,H8CT01046,I,1696552.75
GEN_001397,CT_1_2018,CT_1,2018,CONNECTICUT,1,JENNIFER T NYE,Republican,96024,274140,,,
2020_H0CT01126,CT_1_2020,CT_1,2020,CONNECTICUT,1,MARY FAY,Republican,122111,349237,H0CT01126,C,25118.18
GEN_001671,CT_1_2020,CT_1,2020,CONNECTICUT,1,THOMAS E MCCORMICK,Other,4458,349237,,,
2020_H8CT01046,CT_1_2020,CT_1,2020,CONNECTICUT,1,JOHN B LARSON,Democrat,222668,349237,H8CT01046,I,1336604.38
2010_H0CT02173,CT_2_2010,CT_2,2010,CONNECTICUT,2,JANET PECKINPAUGH,Republican,95671,246809,H0CT02173,C,269667.73
2010_H2CT02112,CT_2_2010,CT_2,2010,CONNECTICUT,2,JOE CORTNEY,Democrat,147748,246809,H2CT02112,I,2171903.82
2010_H8CT02077,CT_2_2010,CT_2,2010,CONNECTICUT,2,G SCOTT DESHEFY,Other,3344,246809,H8CT02077,C,2157.0
GEN_000415,CT_2_2012,CT_2,2012,CONNECTICUT,2,COLIN D BENNETT,Other,3638,298960,,,
GEN_000416,CT_2_2012,CT_2,2012,CONNECTICUT,2,DANIEL J REALE,Other,2511,298960,,,
2012_H2CT02146,CT_2_2012,CT_2,2012,CONNECTICUT,2,PAUL M FORMICA,Republican,88103,298960,H2CT02146,C,123494.27
2012_H2CT02112,CT_2_2012,CT_2,2012,CONNECTICUT,2,JOE COURTNEY,Democrat,204708,298960,H2CT02112,I,1449934.62
GEN_000744,CT_2_2014,CT_2,2014,CONNECTICUT,2,WILLIAM C CLYDE,Other,2549,227936,,,
2014_H4CT02068,CT_2_2014,CT_2,2014,CONNECTICUT,2,LORI HOPKINS-CAVANAGH,Republican,80837,227936,H4CT02068,C,62120.54
GEN_000743,CT_2_2014,CT_2,2014,CONNECTICUT,2,DANIEL REALE,Other,2602,227936,,,
2014_H2CT02112,CT_2_2014,CT_2,2014,CONNECTICUT,2,JOE COURTNEY,Democrat,141948,227936,H2CT02112,I,1127169.97
2016_H0CT02140,CT_2_2016,CT_2,2016,CONNECTICUT,2,DARIA NOVAK,Republican,111149,330257,H0CT02140,C,50797.88
2016_H2CT02112,CT_2_2016,CT_2,2016,CONNECTICUT,2,JOE COURTNEY,Democrat,208818,330257,H2CT02112,I,1154847.28
GEN_001042,CT_2_2016,CT_2,2016,CONNECTICUT,2,DANIEL REALE,Other,4949,330257,,,
GEN_001043,CT_2_2016,CT_2,2016,CONNECTICUT,2,JONATHAN PELTO,Other,5332,330257,,,
2018_H8CT02101,CT_2_2018,CT_2,2018,CONNECTICUT,2,DANNY POSTEMSKI JR,Republican,102483,289114,H8CT02101,C,0.0
GEN_001399,CT_2_2018,CT_2,2018,CONNECTICUT,2,DANIEL REALE,Other,3305,289114,,,
GEN_001400,CT_2_2018,CT_2,2018,CONNECTICUT,2,MICHELLE LOUISE BICKING,Other,3595,289114,,,
2018_H2CT02112,CT_2_2018,CT_2,2018,CONNECTICUT,2,JOE COURTNEY,Democrat,179731,289114,H2CT02112,I,1028800.15
GEN_001672,CT_2_2020,CT_2,2020,CONNECTICUT,2,CASSANDRA MARTINEAU,Other,4960,367347,,,
2020_H0CT02207,CT_2_2020,CT_2,2020,CONNECTICUT,2,JUSTIN ANDERSON,Republican,140356,367347,H0CT02207,C,78767.12
2020_H2CT02112,CT_2_2020,CT_2,2020,CONNECTICUT,2,JOE COURTNEY,Democrat,218119,367347,H2CT02112,I,1002505.23
GEN_001674,CT_2_2020,CT_2,2020,CONNECTICUT,2,JOHN M TRACESKI,Other,9,367347,,,
GEN_001673,CT_2_2020,CT_2,2020,CONNECTICUT,2,DANIEL REALE,Other,3903,367347,,,
2010_H0CT03072,CT_3_2010,CT_3,2010,CONNECTICUT,3,ROSA L DELAURO,Democrat,143565,220661,H0CT03072,I,1373230.35
GEN_000076,CT_3_2010,CT_3,2010,CONNECTICUT,3,CHARLES A PILLSBURY,Other,2984,220661,,,
2010_H0CT03106,CT_3_2010,CT_3,2010,CONNECTICUT,3,JERRY LABRIOLA JR,Republican,74107,220661,H0CT03106,C,186118.24
2012_H2CT05180,CT_3_2012,CT_3,2012,CONNECTICUT,3,WAYNE WINSLEY,Republican,73726,291301,H2CT05180,O,60750.93
2012_H0CT03072,CT_3_2012,CT_3,2012,CONNECTICUT,3,ROSA L DELAURO,Democrat,217573,291301,H0CT03072,I,1169821.23
2014_H4CT03082,CT_3_2014,CT_3,2014,CONNECTICUT,3,JAMES E BROWN,Republican,69454,209939,H4CT03082,C,6836.56
2014_H0CT03072,CT_3_2014,CT_3,2014,CONNECTICUT,3,ROSA L DELAURO,Democrat,140485,209939,H0CT03072,I,1236492.14
GEN_001044,CT_3_2016,CT_3,2016,CONNECTICUT,3,ANGEL CADENA,Republican,95786,309379,,,
2016_H0CT03072,CT_3_2016,CT_3,2016,CONNECTICUT,3,ROSA L DELAURO,Democrat,213572,309379,H0CT03072,I,1150878.91
2018_H0CT03072,CT_3_2018,CT_3,2018,CONNECTICUT,3,ROSA L DELAURO,Democrat,174572,270239,H0CT03072,I,1303898.64
GEN_001401,CT_3_2018,CT_3,2018,CONNECTICUT,3,ANGEL CADENA,Republican,95667,270239,,,
2020_H0CT03163,CT_3_2020,CT_3,2020,CONNECTICUT,3,JUSTIN C PAGLINO,Other,5240,346103,H0CT03163,C,28670.47
2020_H0CT03155,CT_3_2020,CT_3,2020,CONNECTICUT,3,MARGARET STREICKER,Republican,137598,346103,H0CT03155,C,2012375.17
2020_H0CT03072,CT_3_2020,CT_3,2020,CONNECTICUT,3,ROSA L DELAURO,Democrat,203265,346103,H0CT03072,I,1813321.99
2010_H0CT04146,CT_4_2010,CT_4,2010,CONNECTICUT,4,DAN DEBICELLA,Republican,102030,217391,H0CT04146,C,1961841.48
2010_H8CT04172,CT_4_2010,CT_4,2010,CONNECTICUT,4,JAMES A HIMES,Democrat,115351,217391,H8CT04172,I,3698701.84
2012_H2CT04068,CT_4_2012,CT_4,2012,CONNECTICUT,4,STEVE OBSITNIK,Republican,117503,293432,H2CT04068,C,1720107.0
2012_H8CT04172,CT_4_2012,CT_4,2012,CONNECTICUT,4,JAMES A HIMES,Democrat,175929,293432,H8CT04172,I,2289994.06
2014_H8CT04172,CT_4_2014,CT_4,2014,CONNECTICUT,4,JAMES A HIMES,Democrat,106873,198800,H8CT04172,I,2371454.0
2014_H0CT04146,CT_4_2014,CT_4,2014,CONNECTICUT,4,DAN DEBICELLA,Republican,91922,198800,H0CT04146,C,1273919.55
2016_H8CT04172,CT_4_2016,CT_4,2016,CONNECTICUT,4,JAMES A HIMES,Democrat,187811,313540,H8CT04172,I,1144648.03
2016_H4CT04114,CT_4_2016,CT_4,2016,CONNECTICUT,4,JOHN SHABAN,Republican,125724,313540,H4CT04114,C,161189.52
2018_H8CT04214,CT_4_2018,CT_4,2018,CONNECTICUT,4,HARRY ARORA,Republican,106921,275651,H8CT04214,C,754776.65
2018_H8CT04172,CT_4_2018,CT_4,2018,CONNECTICUT,4,JIM HIMES,Democrat,168726,275651,H8CT04172,I,1706354.06
2020_H0CT04195,CT_4_2020,CT_4,2020,CONNECTICUT,4,JONATHAN RIDDLE,Republican,130627,360716,H0CT04195,C,17385.2
GEN_001676,CT_4_2020,CT_4,2020,CONNECTICUT,4,YUSHENG PENG,Other,10,360716,,,
2020_H8CT04172,CT_4_2020,CT_4,2020,CONNECTICUT,4,JAMES A HIMES,Democrat,224432,360716,H8CT04172,I,2199740.31
GEN_001675,CT_4_2020,CT_4,2020,CONNECTICUT,4,BRIAN MERLEN,Other,5647,360716,,,
2010_H0CT05176,CT_5_2010,CT_5,2010,CONNECTICUT,5,SAM S F CALIGIURI,Republican,104402,227303,H0CT05176,C,1309199.4
2010_H6CT05124,CT_5_2010,CT_5,2010,CONNECTICUT,5,CHRISTOPHER S MURPHY,Democrat,122879,227303,H6CT05124,I,3079678.37
2012_H2CT05131,CT_5_2012,CT_5,2012,CONNECTICUT,5,ELIZABETH ESTY,Democrat,146098,284757,H2CT05131,O,3285559.7
2012_H2CT05206,CT_5_2012,CT_5,2012,CONNECTICUT,5,ANDREW RORABACK,Republican,138637,284757,H2CT05206,O,1574453.91
GEN_000745,CT_5_2014,CT_5,2014,CONNECTICUT,5,JOHN J PISTONE,Other,1970,213301,,,
2014_H2CT05131,CT_5_2014,CT_5,2014,CONNECTICUT,5,ELIZABETH H ESTY,Democrat,113564,213301,H2CT05131,I,2946026.22
2014_H0CT05150,CT_5_2014,CT_5,2014,CONNECTICUT,5,MARK GREENBERG,Republican,97767,213301,H0CT05150,C,2048746.76
2016_H6CT05157,CT_5_2016,CT_5,2016,CONNECTICUT,5,CLAY COPE,Republican,129801,309082,H6CT05157,C,98931.97
2016_H2CT05131,CT_5_2016,CT_5,2016,CONNECTICUT,5,ELIZABETH H ETSY,Democrat,179252,309082,H2CT05131,I,1447329.34
2018_H8CT05187,CT_5_2018,CT_5,2018,CONNECTICUT,5,MANNY SANTOS,Republican,119426,270664,H8CT05187,O,75953.33
2018_H8CT05245,CT_5_2018,CT_5,2018,CONNECTICUT,5,JAHANA HAYES,Democrat,151225,270664,H8CT05245,O,1306411.7
2020_H8CT05245,CT_5_2020,CT_5,2020,CONNECTICUT,5,JAHANA HAYES,Democrat,192484,349524,H8CT05245,I,1605007.59
GEN_001677,CT_5_2020,CT_5,2020,CONNECTICUT,5,BRUCE W WALCZAK,Other,5052,349524,,,
2020_H0CT05200,CT_5_2020,CT_5,2020,CONNECTICUT,5,DAVID X SULLIVAN,Republican,151988,349524,H0CT05200,C,430170.44
2010_H0DE01033,DE_0_2010,DE_0,2010,DELAWARE,0,GLEN URQUHART,Republican,125442,305636,H0DE01033,O,1364256.86
GEN_000077,DE_0_2010,DE_0,2010,DELAWARE,0,JEFFREY BROWN,Other,961,305636,,,
2010_H0DE00126,DE_0_2010,DE_0,2010,DELAWARE,0,BRENT A WANGEN,Other,1986,305636,H0DE00126,O,6300.0
2010_H0DE00100,DE_0_2010,DE_0,2010,DELAWARE,0,EARL R LOFLAND,Other,3704,305636,H0DE00100,O,1453.0
2010_H0DE01017,DE_0_2010,DE_0,2010,DELAWARE,0,JOHN C CARNEY,Democrat,173543,305636,H0DE01017,O,2115140.17
2012_H0DE01017,DE_0_2012,DE_0,2012,DELAWARE,0,JOHN C CARNEY,Democrat,249933,388059,H0DE01017,I,1016701.58
GEN_000417,DE_0_2012,DE_0,2012,DELAWARE,0,BERNARD AUGUST,Other,4273,388059,,,
GEN_000418,DE_0_2012,DE_0,2012,DELAWARE,0,SCOTT GESTY,Other,4096,388059,,,
2012_H2DE00130,DE_0_2012,DE_0,2012,DELAWARE,0,THOMAS H KOVACH,Republican,129757,388059,H2DE00130,C,212005.76
2014_H0DE01025,DE_0_2014,DE_0,2014,DELAWARE,0,ROSE IZZO,Republican,85146,231617,H0DE01025,C,21925.97
GEN_000747,DE_0_2014,DE_0,2014,DELAWARE,0,SCOTT GESTY,Other,4419,231617,,,
GEN_000746,DE_0_2014,DE_0,2014,DELAWARE,0,BERNARD AUGUST,Other,4801,231617,,,
2014_H0DE01017,DE_0_2014,DE_0,2014,DELAWARE,0,JOHN C CARNEY JR,Democrat,137251,231617,H0DE01017,I,1146816.96
GEN_001045,DE_0_2016,DE_0,2016,DELAWARE,0,MARK J PERRI,Other,8326,420617,,,
2016_H6DE00206,DE_0_2016,DE_0,2016,DELAWARE,0,LISA BLUNT ROCHESTER,Democrat,233554,420617,H6DE00206,O,1451279.77
2016_H6DE01071,DE_0_2016,DE_0,2016,DELAWARE,0,HANS REIGLE,Republican,172301,420617,H6DE01071,O,221665.5
GEN_001046,DE_0_2016,DE_0,2016,DELAWARE,0,SCOTT A GESTY,Other,6436,420617,,,
GEN_001402,DE_0_2018,DE_0,2018,DELAWARE,0,SCOTT WALKER,Republican,125384,352737,,,
2018_H6DE00206,DE_0_2018,DE_0,2018,DELAWARE,0,LISA BLUNT ROCHESTER,Democrat,227353,352737,H6DE00206,I,1196085.62
2020_H8DE01044,DE_0_2020,DE_0,2020,DELAWARE,0,LEE MURPHY,Republican,196392,488270,H8DE01044,C,131862.44
GEN_001678,DE_0_2020,DE_0,2020,DELAWARE,0,DAVID L ROGERS,Other,3814,488270,,,
2020_H6DE00206,DE_0_2020,DE_0,2020,DELAWARE,0,LISA BLUNT ROCHESTER,Democrat,281382,488270,H6DE00206,I,1327603.95
2020_H0DE01082,DE_0_2020,DE_0,2020,DELAWARE,0,CATHERINE S PURCELL,Other,6682,488270,H0DE01082,C,5102.74
2010_H6FL06035,FL_10_2010,FL_10,2010,FLORIDA,10,C W BILL YOUNG,Republican,137943,209256,H6FL06035,I,965474.94
2010_H0FL10055,FL_10_2010,FL_10,2010,FLORIDA,10,CHARLIE JUSTICE,Democrat,71313,209256,H0FL10055,C,320532.34
2012_H2FL08063,FL_10_2012,FL_10,2012,FLORIDA,10,VAL B DEMINGS,Democrat,153574,318269,H2FL08063,C,1955180.29
2012_H0FL08208,FL_10_2012,FL_10,2012,FLORIDA,10,DANIEL WEBSTER,Republican,164649,318269,H0FL08208,I,1498872.06
2014_H4FL09091,FL_10_2014,FL_10,2014,FLORIDA,10,MICHAEL MCKENNA,Democrat,89426,232574,H4FL09091,C,33623.3
2014_H0FL08208,FL_10_2014,FL_10,2014,FLORIDA,10,DANIEL WEBSTER,Republican,143128,232574,H0FL08208,I,941146.82
2016_H6FL05177,FL_10_2016,FL_10,2016,FLORIDA,10,THUY LOWE,Republican,107498,305989,H6FL05177,C,50734.93
GEN_001047,FL_10_2016,FL_10,2016,FLORIDA,10,VAL DEMINGS,Democrat,198491,305989,,,
2018_H2FL08063,FL_10_2018,FL_10,2018,FLORIDA,10,VAL DEMINGS,Democrat,1,1,H2FL08063,I,843279.49
2020_H2FL08063,FL_10_2020,FL_10,2020,FLORIDA,10,VAL BUTLER DEMINGS,Democrat,239434,376397,H2FL08063,I,1198213.25
2020_H8FL07088,FL_10_2020,FL_10,2020,FLORIDA,10,VENNIA FRANCOIS,Republican,136889,376397,H8FL07088,C,333214.95
GEN_001680,FL_10_2020,FL_10,2020,FLORIDA,10,SUFIYAH YASMINE,Other,74,376397,,,
2010_H0FL11160,FL_11_2010,FL_11,2010,FLORIDA,11,MIKE PRENDERGAST,Republican,61817,153145,H0FL11160,C,501047.01
2010_H6FL11126,FL_11_2010,FL_11,2010,FLORIDA,11,KATHY CASTOR,Democrat,91328,153145,H6FL11126,I,680010.98
GEN_000420,FL_11_2012,FL_11,2012,FLORIDA,11,H DAVID WERDER,Democrat,120303,338663,,,
2012_H0FL05139,FL_11_2012,FL_11,2012,FLORIDA,11,RICHARD B NUGENT,Republican,218360,338663,H0FL05139,I,560894.0
2014_H4FL11071,FL_11_2014,FL_11,2014,FLORIDA,11,DAVE KOLLER,Democrat,90786,272294,H4FL11071,C,67136.51
2014_H0FL05139,FL_11_2014,FL_11,2014,FLORIDA,11,RICHARD B NUGENT,Republican,181508,272294,H0FL05139,I,317246.38
2016_H4FL11071,FL_11_2016,FL_11,2016,FLORIDA,11,DAVE KOLLER,Democrat,124713,394719,H4FL11071,O,57243.04
GEN_001048,FL_11_2016,FL_11,2016,FLORIDA,11,BRUCE RAY RIGGS,Other,11990,394719,,,
GEN_001049,FL_11_2016,FL_11,2016,FLORIDA,11,DANIEL WEBSTER,Republican,258016,394719,,,
2018_H8FL11130,FL_11_2018,FL_11,2018,FLORIDA,11,DANA COTTRELL,Democrat,128053,367506,H8FL11130,C,87364.23
2018_H0FL08208,FL_11_2018,FL_11,2018,FLORIDA,11,DANIEL WEBSTER,Republican,239395,367506,H0FL08208,I,524574.92
2020_H8FL11130,FL_11_2020,FL_11,2020,FLORIDA,11,DANA MARIE COTTRELL,Democrat,158094,475073,H8FL11130,C,62379.69
2020_H0FL08208,FL_11_2020,FL_11,2020,FLORIDA,11,DANIEL WEBSTER,Republican,316979,475073,H0FL08208,I,588603.55
2010_H0FL12135,FL_12_2010,FL_12,2010,FLORIDA,12,RANDY WILKINSON,Other,22857,213330,H0FL12135,O,45953.0
2010_H0FL12119,FL_12_2010,FL_12,2010,FLORIDA,12,LORI EDWARDS,Democrat,87769,213330,H0FL12119,O,655719.53
2010_H0FL12101,FL_12_2010,FL_12,2010,FLORIDA,12,DENNIS A ROSS,Republican,102704,213330,H0FL12101,O,1156468.58
2012_H2FL09103,FL_12_2012,FL_12,2012,FLORIDA,12,JONATHAN MICHAEL SNOW,Democrat,108770,330167,H2FL09103,C,18606.54
2012_H6FL09070,FL_12_2012,FL_12,2012,FLORIDA,12,GUS M BILIRAKIS,Republican,209604,330167,H6FL09070,I,919050.25
2012_H2FL12065,FL_12_2012,FL_12,2012,FLORIDA,12,PAUL SIDNEY ELLIOTT,Other,4915,330167,H2FL12065,C,32375.7
2012_H4FL05032,FL_12_2012,FL_12,2012,FLORIDA,12,JOHN RUSSELL,Other,6878,330167,H4FL05032,C,8698.0
2014_H6FL09070,FL_12_2014,FL_12,2014,FLORIDA,12,GUS M BILIRAKIS,Republican,1,1,H6FL09070,I,700433.62
2016_H6FL12181,FL_12_2016,FL_12,2016,FLORIDA,12,ROBERT MATTHEW TAGER,Democrat,116110,369669,H6FL12181,C,44032.0
2016_H6FL09070,FL_12_2016,FL_12,2016,FLORIDA,12,GUS M BILIRAKIS,Republican,253559,369669,H6FL09070,I,1751756.14
2018_H8FL12088,FL_12_2018,FL_12,2018,FLORIDA,12,CHRIS HUNTER,Democrat,132844,334918,H8FL12088,C,769589.7
2018_H6FL09070,FL_12_2018,FL_12,2018,FLORIDA,12,GUS MICHAEL BILIRAKIS,Republican,194564,334918,H6FL09070,I,2097991.8
2018_H8FL12096,FL_12_2018,FL_12,2018,FLORIDA,12,ANGELIKA PURKIS,Other,7510,334918,H8FL12096,C,18735.88
2020_H6FL09070,FL_12_2020,FL_12,2020,FLORIDA,12,GUS M BILIRAKIS,Republican,284941,453135,H6FL09070,I,1553942.14
2020_H6FL13197,FL_12_2020,FL_12,2020,FLORIDA,12,KIMBERLY WALKER,Democrat,168194,453135,H6FL13197,C,33543.84
2010_H6FL13148,FL_13_2010,FL_13,2010,FLORIDA,13,VERN BUCHANAN,Republican,183811,266934,H6FL13148,I,1224895.05
2010_H0FL13109,FL_13_2010,FL_13,2010,FLORIDA,13,JAMES T GOLDEN,Democrat,83123,266934,H0FL13109,C,129892.21
2012_H2FL10150,FL_13_2012,FL_13,2012,FLORIDA,13,JESSICA EHRLICH,Democrat,139742,329347,H2FL10150,C,530198.61
2012_H6FL06035,FL_13_2012,FL_13,2012,FLORIDA,13,C W BILL YOUNG,Republican,189605,329347,H6FL06035,I,1047105.4
2014_H4FL13101,FL_13_2014,FL_13,2014,FLORIDA,13,DAVID W JOLLY,Republican,168172,223576,H4FL13101,I,1835874.26
2014_H4FL13077,FL_13_2014,FL_13,2014,FLORIDA,13,LUCAS OVERBY,Other,55318,223576,H4FL13077,C,57943.18
2016_H6FL13205,FL_13_2016,FL_13,2016,FLORIDA,13,CHARLIE CRIST,Democrat,184693,355842,H6FL13205,C,1983386.46
2016_H4FL13101,FL_13_2016,FL_13,2016,FLORIDA,13,DAVID W JOLLY,Republican,171149,355842,H4FL13101,I,2230282.46
2018_H6FL13205,FL_13_2018,FL_13,2018,FLORIDA,13,CHARLIE CRIST,Democrat,182717,316971,H6FL13205,I,1780937.57
2018_H8FL13136,FL_13_2018,FL_13,2018,FLORIDA,13,GEORGE BUCK,Republican,134254,316971,H8FL13136,C,42519.44
2020_H6FL13205,FL_13_2020,FL_13,2020,FLORIDA,13,CHARLIE CRIST,Democrat,215405,406125,H6FL13205,I,4059147.92
GEN_001681,FL_13_2020,FL_13,2020,FLORIDA,13,JACOB CURNOW,Other,7,406125,,,
2020_H0FL13158,FL_13_2020,FL_13,2020,FLORIDA,13,ANNA PAULINA LUNA,Republican,190713,406125,H0FL13158,C,3286006.7
2010_H0FL14065,FL_14_2010,FL_14,2010,FLORIDA,14,JAMES LLOYD ROACH,Democrat,74525,274691,H0FL14065,C,63761.35
2010_H4FL14059,FL_14_2010,FL_14,2010,FLORIDA,14,CONNIE MACK,Republican,188341,274691,H4FL14059,I,1055865.11
2010_H0FL14073,FL_14_2010,FL_14,2010,FLORIDA,14,WILLIAM MAVERICK ST CLAIRE,Other,11825,274691,H0FL14073,C,8747.79
