race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
FL_3_2016,FL_3,2016,342700,TED S YOHO,Republican,I,"KENNETH ""KEN"" MCGURN",Democrat,C,16.78,794643.44,602081.92,9.0,1.1
FL_3_2018,FL_3,2018,306496,TED YOHO,Republican,I,YVONNE HAYES HINSON,Democrat,C,15.25,,62700.32,9.0,-8.6
FL_3_2020,FL_3,2020,390401,KAT CAMMACK,Republican,O,ADAM CHRISTENSEN,Democrat,O,14.28,1104893.66,254948.08,9.0,-3.1
FL_4_2010,FL_4,2010,230845,ANDER CRENSHAW,Republican,I,TROY D STANLEY,Other,C,54.45,669113.37,15675.09,17.0,6.8
FL_4_2012,FL_4,2012,315470,ANDER CRENSHAW,Republican,I,JIM KLAUDER,Other,C,52.22,721657.11,56628.74,19.0,-1.1
FL_4_2014,FL_4,2014,227253,ANDER CRENSHAW,Republican,I,PAULA MOSER-BARTLETT,Other,C,62.58,1642950.8,21386.72,17.0,5.7
FL_4_2016,FL_4,2016,409662,JOHN RUTHERFORD,Republican,O,DAVID E BRUDERLY,Democrat,O,42.58,833240.76,50194.24,19.0,1.1
FL_4_2018,FL_4,2018,381249,JOHN H RUTHERFORD,Republican,I,"GEORGE ""GES"" SELMONT",Democrat,C,32.81,508163.72,114302.73,17.0,-8.6
FL_4_2020,FL_4,2020,504940,JOHN H RUTHERFORD,Republican,I,DONNA DEEGAN,Democrat,C,22.2,1284766.32,1026298.18,17.0,-3.1
FL_5_2010,FL_5,2010,309673,"RICHARD B ""RICH"" NUGENT",Republican,O,"JAMES ""JIM"" PICCILLO",Democrat,O,34.86,506953.89,149580.03,9.0,6.8
FL_5_2012,FL_5,2012,269153,CORRINE BROWN,Democrat,I,LEANNE KOLB,Republican,C,44.5,618190.36,19941.0,-17.0,-1.1
FL_5_2014,FL_5,2014,171577,CORRINE BROWN,Democrat,I,GLO SMITH,Republican,,30.95,607417.71,,-16.0,5.7
FL_5_2016,FL_5,2016,302874,AL LAWSON,Democrat,C,GLO SMITH,Republican,I,28.47,395395.74,,-12.0,1.1
FL_5_2018,FL_5,2018,270326,AL LAWSON,Democrat,I,VIRGINIA FULLER,Republican,,33.56,716893.53,,-12.0,-8.6
FL_5_2020,FL_5,2020,336973,AL LAWSON JR,Democrat,I,GARY ADLER,Republican,C,30.26,731877.75,146944.18,-12.0,-3.1
FL_6_2010,FL_6,2010,250981,CLIFF STEARNS,Republican,I,STEVE SCHONBERG,Other,C,42.92,917485.78,8052.0,10.0,6.8
FL_6_2012,FL_6,2012,342451,RON DESANTIS,Republican,I,HEATHER BEAVEN,Democrat,C,14.45,1127141.88,258206.76,6.0,-1.1
FL_6_2014,FL_6,2014,265817,RON DESANTIS,Republican,I,DAVID COX,Democrat,C,25.09,430187.94,37892.44,8.0,5.7
FL_6_2016,FL_6,2016,364570,RON DESANTIS,Republican,I,"WILLIAM ""BILL"" MCCULLOUGH",Democrat,C,17.13,3928266.85,42518.11,4.0,1.1
FL_6_2018,FL_6,2018,333649,MICHAEL WALTZ,Republican,O,NANCY SODERBERG,Democrat,O,12.63,2146378.61,3222462.35,7.0,-8.6
FL_6_2020,FL_6,2020,437856,MICHAEL WALTZ,Republican,I,CLINT CURTIS,Democrat,C,21.26,2036834.48,24792.35,7.0,-3.1
FL_7_2010,FL_7,2010,268676,JOHN L MICA,Republican,I,HEATHER BEAVEN,Democrat,C,38.06,1334101.34,235849.91,7.0,6.8
FL_7_2012,FL_7,2012,316010,JOHN L MICA,Republican,I,JASON H KENDALL,Democrat,C,17.42,2473672.27,12806.0,5.0,-1.1
FL_7_2014,FL_7,2014,227164,JOHN L MICA,Republican,I,WES NEUMAN,Democrat,C,31.46,727555.78,53680.7,4.0,5.7
FL_7_2016,FL_7,2016,353655,STEPHANIE MURPHY,Democrat,C,JOHN L MICA,Republican,I,2.96,1071897.72,1828019.08,2.0,1.1
FL_7_2018,FL_7,2018,317398,STEPHANIE MURPHY,Democrat,I,MIKE MILLER,Republican,C,15.38,3156143.66,1103414.05,0.0,-8.6
FL_7_2020,FL_7,2020,406449,STEPHANIE N MURPHY,Democrat,I,LEO VALENTIN,Republican,C,12.1,1828521.74,1028316.45,0.0,-3.1
FL_8_2010,FL_8,2010,220244,DANIEL WEBSTER,Republican,C,ALAN GRAYSON,Democrat,I,17.9,1756774.9,5573271.75,2.0,6.8
FL_8_2012,FL_8,2012,348909,BILL POSEY,Republican,I,SHANNON ROBERTS,Democrat,C,21.37,900121.53,25370.39,8.0,-1.1
FL_8_2014,FL_8,2014,274513,BILL POSEY,Republican,I,GABRIEL ROTHBLATT,Democrat,C,31.69,1042652.48,106401.92,8.0,5.7
FL_8_2016,FL_8,2016,390561,BILL POSEY,Republican,I,CORRY WESTBROOK,Democrat,C,30.56,772848.12,61906.0,9.0,1.1
FL_8_2018,FL_8,2018,360527,BILL POSEY,Republican,I,SANJAY PATEL,Democrat,C,21.0,1086761.96,337972.61,11.0,-8.6
FL_8_2020,FL_8,2020,459788,BILL POSEY,Republican,I,JIM KENNEDY,Democrat,C,22.71,1127338.76,138890.25,11.0,-3.1
FL_9_2010,FL_9,2010,231591,GUS M BILIRAKIS,Republican,I,ANITA DE PALMA,Democrat,C,42.87,915411.41,13401.0,6.0,6.8
FL_9_2012,FL_9,2012,263747,ALAN GRAYSON,Democrat,I,TODD LONG,Republican,C,25.04,5352174.02,148812.47,-4.0,-1.1
FL_9_2014,FL_9,2014,173878,ALAN GRAYSON,Democrat,I,CAROL PLATT,Republican,C,10.86,3402601.42,439305.8,-4.0,5.7
FL_9_2016,FL_9,2016,339761,DARREN SOTO,Democrat,O,WAYNE LIEBNITZKY,Republican,O,14.97,1189875.53,31975.43,-3.0,1.1
FL_9_2018,FL_9,2018,296737,DARREN SOTO,Democrat,I,WAYNE LIEBNITZKY,Republican,C,16.04,1534325.41,71507.85,-5.0,-8.6
FL_9_2020,FL_9,2020,429638,DARREN SOTO,Democrat,I,"WILLIAM P ""BILL"" OLSON",Republican,C,12.06,949960.3,402594.3,-5.0,-3.1
GA_10_2010,GA_10,2010,204967,PAUL C BROUN,Republican,I,RUSSELL EDWARDS,Democrat,C,34.72,1979581.06,218078.11,15.0,6.8
GA_10_2014,GA_10,2014,196480,JODY B HICE,Republican,O,"I K ""KENNETH"" DIOUS",Democrat,O,33.04,949719.72,35774.0,14.0,5.7
GA_10_2018,GA_10,2018,302735,JODY HICE,Republican,I,TABITHA A JOHNSON-GREEN,Democrat,C,25.78,623056.89,23591.44,15.0,-8.6
GA_10_2020,GA_10,2020,378446,JODY B HICE,Republican,I,TABITHA JOHNSON-GREEN,Democrat,C,24.62,462698.35,12463.57,15.0,-3.1
GA_11_2012,GA_11,2012,287321,PHIL GINGREY,Republican,I,PATRICK THOMPSON,Democrat,C,37.11,1140885.35,6379.0,19.0,-1.1
GA_11_2016,GA_11,2016,323318,BARRY LOUDERMILK,Republican,I,DON WILSON,Democrat,,34.81,915365.12,,19.0,1.1
GA_11_2018,GA_11,2018,310540,BARRY LOUDERMILK,Republican,I,FLYNN D BROADY JR,Democrat,C,23.58,664052.54,47106.01,17.0,-8.6
GA_11_2020,GA_11,2020,405882,BARRY LOUDERMILK,Republican,I,DANA BARRETT,Democrat,C,20.85,723065.86,394976.88,17.0,-3.1
GA_12_2010,GA_12,2010,163397,JOHN BARROW,Democrat,I,RAYMOND MCKINNEY,Republican,C,13.17,1905567.59,246792.02,-1.0,6.8
GA_12_2012,GA_12,2012,259121,JOHN BARROW,Democrat,I,LEE ANDERSON,Republican,C,7.4,2880362.64,1306198.99,9.0,-1.1
GA_12_2014,GA_12,2014,166814,"R W ""RICK"" ALLEN",Republican,C,JOHN BARROW,Democrat,I,9.51,2568114.31,3536271.13,9.0,5.7
GA_12_2016,GA_12,2016,258912,RICK W ALLEN,Republican,I,PATRICIA C MCCRACKEN,Democrat,C,23.2,1098325.93,10440.0,9.0,1.1
GA_12_2018,GA_12,2018,250489,RICK W ALLEN,Republican,I,FRANCYS JOHNSON,Democrat,C,18.96,1149262.52,282355.12,9.0,-8.6
GA_12_2020,GA_12,2020,310099,RICK W ALLEN,Republican,I,LIZ JOHNSON,Democrat,C,16.76,666047.82,72360.98,9.0,-3.1
GA_13_2010,GA_13,2010,202065,DAVID SCOTT,Democrat,I,MIKE CRANE,Republican,,38.86,811743.97,,-15.0,6.8
GA_13_2012,GA_13,2012,281538,DAVID SCOTT,Democrat,I,S MALIK,Republican,,43.49,845674.93,,-10.0,-1.1
GA_13_2018,GA_13,2018,292917,DAVID SCOTT,Democrat,I,DAVID CALLAHAN,Republican,C,52.37,1082428.34,18513.0,-20.0,-8.6
GA_13_2020,GA_13,2020,360582,DAVID SCOTT,Democrat,I,BECKY E HITES,Republican,C,54.79,1142722.37,63306.05,-20.0,-3.1
GA_14_2012,GA_14,2012,219192,TOM GRAVES,Republican,I,"DANIEL ""DANNY"" GRANT",Democrat,C,45.94,,33400.5,23.0,-1.1
GA_14_2018,GA_14,2018,229724,TOM GRAVES,Republican,I,STEVEN LAMAR FOSTER,Democrat,C,53.0,,8086.0,27.0,-8.6
GA_14_2020,GA_14,2020,307625,MARJORIE TAYLOR GREENE,Republican,O,KEVIN VAN AUSDAL,Democrat,O,49.42,2259896.17,126712.34,27.0,-3.1
GA_1_2010,GA_1,2010,163719,JACK KINGSTON,Republican,,OSCAR L HARRIS II,Democrat,,43.26,,,16.0,6.8
GA_1_2012,GA_1,2012,249580,JACK KINGSTON,Republican,I,LESLI RAE MESSINGER,Democrat,C,25.96,1208213.63,113902.84,9.0,-1.1
GA_1_2014,GA_1,2014,156512,"E L ""BUDDY"" CARTER",Republican,O,BRIAN CORWIN REESE,Democrat,O,21.83,1606049.09,46857.7,9.0,5.7
GA_1_2018,GA_1,2018,250683,"EARL L ""BUDDY"" CARTER",Republican,I,LISA M RING,Democrat,C,15.48,1471407.53,205896.38,9.0,-8.6
GA_1_2020,GA_1,2020,324695,"EARL L ""BUDDY"" CARTER",Republican,I,JOYCE MARIE GRIGGS,Democrat,,16.7,1766880.02,129800.33,9.0,-3.1
GA_2_2010,GA_2,2010,168193,SANFORD D BISHOP JR,Democrat,I,MIKE KEOWN,Republican,C,2.88,1776499.87,1154740.31,-1.0,6.8
GA_2_2012,GA_2,2012,255161,SANFORD D BISHOP JR,Democrat,I,JOHN HOUSE,Republican,C,27.57,1301603.64,168222.8,-4.0,-1.1
GA_2_2014,GA_2,2014,162900,SANFORD D BISHOP JR,Democrat,I,"GREGORY P ""GREG"" DUKE",Republican,C,18.31,1100342.9,17383.61,-6.0,5.7
GA_2_2016,GA_2,2016,242599,SANFORD D BISHOP JR,Democrat,I,GREG DUKE,Republican,C,22.46,1070387.85,44957.38,-6.0,1.1
GA_2_2018,GA_2,2018,229171,SANFORD BISHOP,Democrat,I,HERMAN WEST JR,Republican,C,19.3,1273000.02,17109.52,-6.0,-8.6
GA_2_2020,GA_2,2020,273034,SANFORD D BISHOP JR,Democrat,I,DON COLE,Republican,C,18.23,1456259.17,163543.92,-6.0,-3.1
GA_3_2010,GA_3,2010,242239,LYNN A WESTMORELAND,Republican,I,FRANK SAUNDERS,Democrat,C,38.96,770529.21,43281.78,19.0,6.8
GA_3_2016,GA_3,2016,303187,DREW FERGUSON,Republican,O,ANGELA PENDLEY,Democrat,,36.69,1216231.22,,19.0,1.1
GA_3_2018,GA_3,2018,293006,DREW FERGUSON,Republican,I,CHUCK ENDERLIN,Democrat,,31.05,1186339.75,,18.0,-8.6
GA_3_2020,GA_3,2020,371318,A DREW FERGUSON IV,Republican,I,VAL ALMONORD,Democrat,C,30.09,2166683.43,36946.44,18.0,-3.1
GA_4_2010,GA_4,2010,176467,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,"LISBETH ""LIZ"" CARTER",Republican,C,49.33,589779.74,121424.59,-24.0,6.8
GA_4_2012,GA_4,2012,283902,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,J CHRIS VAUGHN,Republican,C,47.14,433430.85,44944.29,-17.0,-1.1
GA_4_2016,GA_4,2016,290739,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,VICTOR ARMENDARIZ,Republican,C,51.44,450610.66,7039.0,-21.0,1.1
GA_4_2018,GA_4,2018,288809,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,JOE PROFIT,Republican,C,57.69,508416.01,82033.52,-24.0,-8.6
GA_4_2020,GA_4,2020,348299,"HENRY C ""HANK"" JOHNSON JR",Democrat,I,JOHSIE CRUZ EZAMMUDEEN,Republican,,60.15,498219.43,,-24.0,-3.1
GA_5_2010,GA_5,2010,177404,JOHN LEWIS,Democrat,I,FENN LITTLE,Republican,C,47.44,1115867.93,99669.35,-26.0,6.8
GA_5_2012,GA_5,2012,277665,JOHN LEWIS,Democrat,I,HOWARD STOPECK,Republican,C,68.79,1300095.24,71960.0,-31.0,-1.1
GA_5_2016,GA_5,2016,300549,JOHN LEWIS,Democrat,I,DOUGLAS BELL,Republican,C,68.88,1058522.33,10106.94,-32.0,1.1
GA_5_2020,GA_5,2020,354503,NIKEMA WILLIAMS,Democrat,I,ANGELA STANTON-KING,Republican,C,70.3,367104.2,309313.35,-34.0,-3.1
GA_6_2012,GA_6,2012,294034,TOM PRICE,Republican,I,JEFF KAZANOW,Democrat,C,29.01,1779245.68,44593.0,14.0,-1.1
GA_6_2014,GA_6,2014,210504,TOM PRICE,Republican,I,ROBERT G MONTIGEL,Democrat,C,32.08,1724934.57,24572.91,14.0,5.7
GA_6_2016,GA_6,2016,326005,TOM PRICE,Republican,I,RODNEY STOOKSBURY,Democrat,C,23.36,2462526.7,0.0,14.0,1.1
GA_6_2018,GA_6,2018,317014,LUCY MCBATH,Democrat,C,KAREN HANDEL,Republican,I,1.03,2485321.68,8685297.45,8.0,-8.6
GA_6_2020,GA_6,2020,397104,LUCY MCBATH,Democrat,I,KAREN HANDEL,Republican,C,9.18,8757258.96,3156124.14,8.0,-3.1
GA_7_2010,GA_7,2010,239894,ROB WOODALL,Republican,O,DOUG HECKMANN,Democrat,O,34.14,323801.01,73899.28,16.0,6.8
GA_7_2012,GA_7,2012,252066,ROB WOODALL,Republican,I,STEVE REILLY,Democrat,C,24.32,426844.12,32745.0,16.0,-1.1
GA_7_2014,GA_7,2014,173669,ROB WOODALL,Republican,I,THOMAS D WRIGHT,Democrat,C,30.77,500041.47,19471.0,14.0,5.7
GA_7_2016,GA_7,2016,288301,ROB WOODALL,Republican,I,RASHID MALIK,Democrat,,20.76,390260.26,,14.0,1.1
GA_7_2018,GA_7,2018,280441,ROB WOODALL,Republican,I,CAROLYN BOURDEAUX,Democrat,C,0.15,1514245.52,2801216.29,9.0,-8.6
GA_7_2020,GA_7,2020,371464,CAROLYN BOURDEAUX,Democrat,O,RICH MCCORMICK,Republican,O,2.78,5331899.54,2679580.55,9.0,-3.1
GA_8_2010,GA_8,2010,195020,AUSTIN SCOTT,Republican,C,JIM MARSHALL,Democrat,I,5.39,1024630.75,1820049.38,10.0,6.8
GA_8_2016,GA_8,2016,257208,AUSTIN SCOTT,Republican,I,JAMES NEAL HARRIS,Democrat,,35.29,1043968.0,,15.0,1.1
GA_8_2020,GA_8,2020,308013,AUSTIN SCOTT,Republican,I,LINDSAY HOLLIDAY,Democrat,C,29.04,730669.43,5220.0,15.0,-3.1
GA_9_2012,GA_9,2012,252153,DOUG COLLINS,Republican,C,JODY COOLEY,Democrat,I,52.37,674338.52,,27.0,-1.1
GA_9_2014,GA_9,2014,181047,DOUG COLLINS,Republican,I,DAVID D VOGEL,Democrat,C,61.35,664454.62,27968.16,30.0,5.7
GA_9_2018,GA_9,2018,282573,DOUG COLLINS,Republican,I,JOSH MCCALL,Democrat,C,59.01,758333.4,94468.6,31.0,-8.6
GA_9_2020,GA_9,2020,372547,ANDREW CLYDE,Republican,O,DEVIN PANDY,Democrat,O,57.16,1925862.71,84782.17,31.0,-3.1
HI_1_2010,HI_1,2010,176863,COLLEEN HANABUSA,Democrat,C,CHARLES DJOU,Republican,I,6.46,2384717.56,2576326.12,-11.0,6.8
HI_1_2012,HI_1,2012,217876,COLLEEN W HANABUSA,Democrat,I,CHARLES K DJOU,Republican,C,9.03,1448162.67,926223.37,-11.0,-1.1
HI_1_2014,HI_1,2014,182268,MARK TAKAI,Democrat,O,CHARLES DJOU,Republican,O,3.81,1826464.36,1018461.8,-18.0,5.7
HI_1_2016,HI_1,2016,213531,COLLEEN WAKAKO HANABUSA,Democrat,O,"SHIRLENE D ""SHIRL"" OSTROV",Republican,,46.58,489871.41,,-18.0,1.1
HI_1_2018,HI_1,2018,184211,ED CASE,Democrat,,CAM CAVASSO,Republican,O,50.03,482824.33,155400.37,-17.0,-8.6
HI_1_2020,HI_1,2020,283408,ED CASE,Democrat,I,RON CURTIS,Republican,C,39.54,570675.23,15609.17,-17.0,-3.1
HI_2_2010,HI_2,2010,183258,MAZIE K HIRONO,Democrat,I,JOHN W WILLOUGHBY,Republican,C,46.87,1102377.06,31068.0,-14.0,6.8
HI_2_2012,HI_2,2012,219283,TULSI GABBARD,Democrat,O,KAWIKA CROWLEY,Republican,,58.28,1516206.61,,-14.0,-1.1
HI_2_2014,HI_2,2014,187435,TULSI GABBARD,Democrat,I,KAWIKA CROWLEY,Republican,,57.82,905585.06,,-21.0,5.7
HI_2_2016,HI_2,2016,224133,TULSI GABBARD,Democrat,I,ANGELA AULANI KAAIHUE,Republican,,58.53,1295662.48,,-21.0,1.1
HI_2_2018,HI_2,2018,198121,TULSI GABBARD,Democrat,I,BRIAN EVANS,Republican,,54.72,1452102.58,,-19.0,-8.6
HI_2_2020,HI_2,2020,296376,"KAIALII ""KAI"" KAHELE",Democrat,O,JOE AKANA,Republican,O,29.52,1059752.97,66938.15,-19.0,-3.1
IA_1_2010,IA_1,2010,210902,BRUCE L BRALEY,Democrat,I,BENJAMIN M LANGE,Republican,C,2.0,2357363.87,515562.05,-5.0,6.8
IA_1_2012,IA_1,2012,390849,BRUCE L BRALEY,Democrat,I,BEN LANGE,Republican,C,15.34,2664440.22,1079784.4,-5.0,-1.1
IA_1_2014,IA_1,2014,289306,ROD BLUM,Republican,O,PAT MURPHY,Democrat,O,2.29,1035951.96,1416830.14,-5.0,5.7
IA_1_2016,IA_1,2016,384977,ROD BLUM,Republican,I,MONICA VERNON,Democrat,C,7.66,2403972.06,2945150.95,-5.0,1.1
IA_1_2018,IA_1,2018,334243,ABBY FINKENAUER,Democrat,C,ROD BLUM,Republican,I,5.06,4572791.56,2774877.78,-1.0,-8.6
IA_1_2020,IA_1,2020,423971,ASHLEY HINSON,Republican,C,ABBY FINKENAUER,Democrat,I,2.53,5062131.23,5912075.08,-1.0,-3.1
IA_2_2010,IA_2,2010,227175,DAVID LOEBSACK,Democrat,I,MARIANNETTE MILLER-MEEKS,Republican,C,5.07,1225836.79,1191868.13,-7.0,6.8
IA_2_2012,IA_2,2012,381275,DAVID LOEBSACK,Democrat,I,JOHN ARCHER,Republican,C,13.08,1544560.57,967708.31,-4.0,-1.1
IA_2_2014,IA_2,2014,273329,DAVID LOEBSACK,Democrat,I,MARIANNETTE MILLER-MEEKS,Republican,C,5.11,1721735.53,940493.03,-4.0,5.7
IA_2_2016,IA_2,2016,370032,DAVID LOEBSACK,Democrat,I,CHRISTOPHER PETERS,Republican,C,7.47,699336.2,208818.45,-4.0,1.1
IA_2_2018,IA_2,2018,312913,DAVE LOEBSACK,Democrat,I,CHRISTOPHER PETERS,Republican,C,12.19,2354379.5,853952.41,-1.0,-8.6
IA_2_2020,IA_2,2020,413989,MARIANNETTE MILLER-MEEKS,Republican,C,RITA R HART,Democrat,I,0.0,1739952.54,4143623.13,-1.0,-3.1
IA_3_2010,IA_3,2010,240756,LEONARD L BOSWELL,Democrat,I,BRAD ZAUN,Republican,C,4.25,1556855.25,681870.32,-1.0,6.8
IA_3_2012,IA_3,2012,386842,TOM LATHAM,Republican,I,LEONARD L BOSWELL,Democrat,C,8.63,3886262.09,1766438.74,1.0,-1.1
IA_3_2014,IA_3,2014,282066,DAVID YOUNG,Republican,O,STACI APPEL,Democrat,O,10.53,1968425.42,2162366.16,0.0,5.7
IA_3_2016,IA_3,2016,390287,DAVID YOUNG,Republican,I,JIM MOWRER,Democrat,C,13.73,2468355.99,1961681.69,0.0,1.1
IA_3_2018,IA_3,2018,356241,CINDY AXNE,Democrat,C,DAVID YOUNG,Republican,I,2.16,5223872.91,2913630.99,1.0,-8.6
IA_3_2020,IA_3,2020,460813,CYNTHIA AXNE,Democrat,I,DAVID YOUNG,Republican,C,1.35,6294921.24,3139878.92,1.0,-3.1
IA_4_2010,IA_4,2010,232519,TOM LATHAM,Republican,I,BILL MASKE,Democrat,C,33.67,806642.44,142777.76,0.0,6.8
IA_4_2012,IA_4,2012,377883,STEVE KING,Republican,I,CHRISTIE VILSACK,Democrat,C,8.1,3815764.55,3355947.81,4.0,-1.1
IA_4_2014,IA_4,2014,275633,STEVE KING,Republican,I,JIM MOWRER,Democrat,C,23.34,1983500.69,2167517.19,5.0,5.7
IA_4_2016,IA_4,2016,370259,STEVE KING,Republican,I,KIM WEAVER,Democrat,C,22.61,957450.0,149415.31,5.0,1.1
IA_4_2018,IA_4,2018,313251,STEVE KING,Republican,I,JD SCHOLTEN,Democrat,C,3.33,976612.43,3240682.22,11.0,-8.6
IA_4_2020,IA_4,2020,401495,RANDY FEENSTRA,Republican,I,J D SCHOLTEN,Democrat,C,23.07,1895390.16,2929626.12,11.0,-3.1
IA_5_2010,IA_5,2010,195239,STEVE KING,Republican,I,MATTHEW CAMPBELL,Democrat,C,33.4,1013945.28,280163.78,9.0,6.8
ID_1_2010,ID_1,2010,247427,RAUL R LABRADOR,Republican,C,WALT MINNICK,Democrat,I,9.74,771292.68,2534139.43,18.0,6.8
ID_1_2012,ID_1,2012,316724,RAUL R LABRADOR,Republican,I,JIMMY FARRIS,Democrat,C,32.19,619719.06,82903.74,18.0,-1.1
ID_1_2014,ID_1,2014,220864,RAUL R LABRADOR,Republican,I,SHIRLEY G RINGO,Democrat,C,30.02,425010.5,225143.94,18.0,5.7
ID_1_2016,ID_1,2016,355357,RAUL R LABRADOR,Republican,I,JAMES PIOTROWSKI,Democrat,C,36.36,877578.38,320424.19,18.0,1.1
ID_1_2018,ID_1,2018,315069,RUSS FULCHER,Republican,O,CRISTINA MCNEIL,Democrat,O,31.99,881601.3,22192.8,21.0,-8.6
ID_1_2020,ID_1,2020,458576,RUSS FULCHER,Republican,I,RUDY SOTO,Democrat,C,39.11,515964.61,305168.95,21.0,-3.1
ID_2_2010,ID_2,2010,199717,MICHAEL K SIMPSON,Republican,I,MIKE CRAWFORD,Democrat,,44.42,854315.9,,17.0,6.8
ID_2_2012,ID_2,2012,318494,MICHAEL K SIMPSON,Republican,I,NICOLE LEFAVOUR,Democrat,C,30.32,1192871.28,343549.3,17.0,-1.1
ID_2_2014,ID_2,2014,214293,MICHAEL K SIMPSON,Republican,I,RICHARD STALLINGS,Democrat,C,22.72,2462427.92,113773.63,17.0,5.7
ID_2_2016,ID_2,2016,326237,MICHAEL K SIMPSON,Republican,I,JENNIFER MARTINEZ,Democrat,,33.52,933105.89,,17.0,1.1
ID_2_2018,ID_2,2018,280655,MIKE SIMPSON,Republican,I,AARON SWISHER,Democrat,C,21.34,993766.72,125832.31,17.0,-8.6
ID_2_2020,ID_2,2020,391333,MICHAEL K SIMPSON,Republican,I,C AARON SWISHER,Democrat,C,32.33,1101104.36,74268.32,17.0,-3.1
IL_10_2010,IL_10,2010,215232,ROBERT DOLD,Republican,O,DANIEL J SEALS,Democrat,O,2.16,2903831.11,2941993.95,-6.0,6.8
IL_10_2012,IL_10,2012,264454,BRAD SCHNEIDER,Democrat,I,ROBERT J DOLD,Republican,C,1.26,3029605.21,4543848.98,-8.0,-1.1
IL_10_2014,IL_10,2014,187128,ROBERT DOLD,Republican,I,BRADLEY S SCHNEIDER,Democrat,C,2.6,3648085.17,4854838.27,-8.0,5.7
IL_10_2016,IL_10,2016,285996,BRAD SCHNEIDER,Democrat,C,ROBERT J DOLD,Republican,I,5.21,5057592.74,5650246.2,-8.0,1.1
IL_10_2018,IL_10,2018,238664,BRAD SCHNEIDER,Democrat,I,DOUGLAS R BENNETT,Republican,C,31.18,3423485.51,291510.64,-10.0,-8.6
IL_10_2020,IL_10,2020,316874,BRADLEY SCOTT SCHNEIDER,Democrat,I,VALERIE RAMIREZ MUKHERJEE,Republican,C,27.76,3024001.68,1074784.26,-10.0,-3.1
IL_11_2010,IL_11,2010,225127,ADAM KINZINGER,Republican,C,DEBORAH L HALVORSON,Democrat,I,14.7,1827191.99,2509210.96,1.0,6.8
IL_11_2012,IL_11,2012,254295,BILL FOSTER,Democrat,C,JUDY BIGGERT,Republican,I,17.14,3611720.92,3240188.83,-6.0,-1.1
IL_11_2014,IL_11,2014,174772,BILL FOSTER,Democrat,I,DARLENE SENGER,Republican,C,6.92,1812623.24,763134.21,-8.0,5.7
IL_11_2016,IL_11,2016,275573,BILL FOSTER,Democrat,I,TONIA KHOURI,Republican,C,20.9,1761939.94,751139.49,-8.0,1.1
IL_11_2018,IL_11,2018,227765,BILL FOSTER,Democrat,I,NICK STELLA,Republican,C,27.68,1767981.86,291449.89,-9.0,-8.6
IL_11_2020,IL_11,2020,307377,BILL FOSTER,Democrat,I,RICK LAIB,Republican,C,26.6,1861112.75,20064.12,-9.0,-3.1
IL_12_2010,IL_12,2010,202705,JERRY F COSTELLO,Democrat,I,TERI NEWMAN,Republican,C,23.3,1420273.79,44762.0,-3.0,6.8
IL_12_2012,IL_12,2012,303949,WILLIAM L ENYART,Democrat,O,JASON PLUMMER,Republican,O,8.92,1167686.09,1346211.06,-2.0,-1.1
IL_12_2014,IL_12,2014,209738,MIKE BOST,Republican,C,WILLIAM L ENYART,Democrat,I,10.57,1291882.8,1993752.18,0.0,5.7
IL_12_2016,IL_12,2016,313002,MIKE BOST,Republican,I,"CHARLES ""C J"" BARICEVIC",Democrat,C,14.61,2340925.06,995539.36,0.0,1.1
IL_12_2018,IL_12,2018,261543,MIKE BOST,Republican,I,BRENDAN KELLY,Democrat,C,6.18,2875064.06,3927041.56,5.0,-8.6
IL_12_2020,IL_12,2020,322416,MIKE BOST,Republican,I,RAYMOND C LENZI,Democrat,C,20.86,1540312.3,162711.58,5.0,-3.1
IL_13_2010,IL_13,2010,238413,JUDY BIGGERT,Republican,I,SCOTT HARPER,Democrat,C,27.62,1236454.18,616389.15,1.0,6.8
IL_13_2012,IL_13,2012,294385,RODNEY DAVIS,Republican,I,DAVID M GILL,Democrat,C,0.34,1383023.66,1322590.41,-1.0,-1.1
IL_13_2014,IL_13,2014,210272,RODNEY DAVIS,Republican,I,ANN E CALLIS,Democrat,C,17.31,3382440.78,1936927.07,0.0,5.7
IL_13_2016,IL_13,2016,314394,RODNEY DAVIS,Republican,I,MARK D WICKLUND,Democrat,C,19.33,2364757.42,23337.01,0.0,1.1
IL_13_2018,IL_13,2018,270981,RODNEY DAVIS,Republican,I,BETSY DIRKSEN LONDRIGAN,Democrat,C,0.76,4016146.61,4257797.06,3.0,-8.6
IL_13_2020,IL_13,2020,333021,RODNEY DAVIS,Republican,I,BETSY DIRKSEN LONDRIGAN,Democrat,C,8.93,4891001.05,5343867.56,3.0,-3.1
IL_14_2010,IL_14,2010,219013,"RANDALL M ""RANDY"" HULTGREN",Republican,C,BILL FOSTER,Democrat,I,6.27,1649532.59,3843739.41,1.0,6.8
IL_14_2012,IL_14,2012,301954,RANDY HULTGREN,Republican,I,DENNIS ANDERSON,Democrat,C,17.64,1350126.39,97898.78,6.0,-1.1
