race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE,spending_ratio,adjusted_margin
AK_0_2014,AK_0,2014,279741,DON YOUNG,Republican,I,FORREST DUNBAR,Democrat,C,10.0,809039.2,230088.83,12.0,5.7,3.516203720102362,-7.7
AK_0_2018,AK_0,2018,282166,DON YOUNG,Republican,I,ALYSE S GALVIN,Democrat,C,6.58,1387687.05,1943398.59,9.0,-8.6,0.7140516912693654,6.18
AK_0_2020,AK_0,2020,353165,DON YOUNG,Republican,I,ALYSE S GALVIN,Democrat,C,9.14,1817836.79,5162902.93,9.0,-3.1,0.352095868283156,3.24
AR_2_2014,AR_2,2014,237330,FRENCH HILL,Republican,O,PATRICK HENRY HAYS,Democrat,O,8.26,2149743.85,1563841.26,8.0,5.7,1.3746560504484964,-5.44
AR_2_2018,AR_2,2018,253453,FRENCH HILL,Republican,I,CLARKE TUCKER,Democrat,C,6.31,3536453.22,2359234.62,7.0,-8.6,1.4989832677175616,7.91
AR_2_2020,AR_2,2020,332503,J FRENCH HILL,Republican,I,JOYCE ELLIOTT,Democrat,C,10.73,3059235.64,3540156.67,7.0,-3.1,0.8641526139011244,6.83
AZ_1_2012,AZ_1,2012,251595,ANN KIRKPATRICK,Democrat,I,JONATHAN PATON,Republican,C,3.65,2369726.45,1489294.36,3.0,-1.1,1.5911739906139173,5.55
AZ_1_2018,AZ_1,2018,266089,TOM O'HALLERAN,Democrat,I,WENDY ROGERS,Republican,C,7.69,2760247.97,1427124.4,2.0,-8.6,1.9341327006951885,1.09
AZ_1_2020,AZ_1,2020,365178,TOM O'HALLERAN,Democrat,I,TIFFANY SHEDD,Republican,C,3.22,3359686.85,1655234.73,2.0,-3.1,2.0297343869772475,2.12
AZ_2_2012,AZ_2,2012,292279,RON BARBER,Democrat,I,MARTHA MCSALLY,Republican,C,0.84,2690570.19,1442044.71,2.0,-1.1,1.8658021983243502,1.74
AZ_2_2014,AZ_2,2014,219351,MARTHA MCSALLY,Republican,C,RON BARBER,Democrat,I,0.07,4503580.94,3610617.45,3.0,5.7,1.2473160068508504,-8.63
AZ_2_2016,AZ_2,2016,315679,MARTHA MCSALLY,Republican,I,MATT HEINZ,Democrat,C,13.92,8004418.35,1585089.25,3.0,1.1,5.049821863343026,9.82
AZ_2_2018,AZ_2,2018,294152,ANN KIRKPATRICK,Democrat,O,LEA MARQUEZ PETERSON,Republican,O,9.49,4519793.32,1457230.95,1.0,-8.6,3.1016314332330097,1.89
AZ_2_2020,AZ_2,2020,381054,ANN KIRKPATRICK,Democrat,I,BRANDON MARTIN,Republican,C,10.23,1433662.33,387527.04,1.0,-3.1,3.6995156002533403,8.13
AZ_6_2018,AZ_6,2018,313699,DAVID SCHWEIKERT,Republican,I,ANITA MALIK,Democrat,C,10.39,1773912.37,391755.8,9.0,-8.6,4.528107484305274,9.99
AZ_6_2020,AZ_6,2020,417427,DAVID SCHWEIKERT,Republican,I,HIRAL TIPIRNENI,Democrat,C,4.35,2283320.82,6413897.02,9.0,-3.1,0.35599586536548417,-1.55
AZ_8_2018,AZ_8,2018,304417,DEBBIE LESKO,Republican,I,HIRAL TIPIRNENI,Democrat,C,10.93,2032633.16,4479343.36,13.0,-8.6,0.453779270004432,6.53
AZ_8_2020,AZ_8,2020,422467,DEBBIE LESKO,Republican,I,MICHAEL MUSCATO,Democrat,C,19.13,996781.94,399329.13,13.0,-3.1,2.4961413158113457,9.23
AZ_9_2012,AZ_9,2012,250131,KYRSTEN SINEMA,Democrat,I,VERNON B PARKER,Republican,C,4.1,2118460.84,1170856.83,1.0,-1.1,1.8093252613985262,4.0
AZ_9_2018,AZ_9,2018,261245,GREG STANTON,Democrat,O,STEPHEN L FERRARA,Republican,O,22.17,2465870.87,1565927.76,-4.0,-8.6,1.5747028266489127,9.57
CA_10_2012,CA_10,2012,209199,JEFF DENHAM,Republican,I,JOSE HERNANDEZ,Democrat,C,5.42,2647697.84,1754480.64,5.0,-1.1,1.509106330178713,1.52
CA_10_2014,CA_10,2014,125705,JEFF DENHEM,Republican,I,MICHAEL EGGMAN,Democrat,C,12.3,1753320.93,1291436.26,1.0,5.7,1.3576519293333145,5.6
CA_10_2016,CA_10,2016,241141,JEFF DENHAM,Republican,I,MICHAEL EGGMAN,Democrat,C,3.4,4183054.63,1586983.34,1.0,1.1,2.635852894334732,1.3
CA_10_2018,CA_10,2018,221900,JOSH HARDER,Democrat,C,JEFF DENHAM,Republican,I,4.5,8421288.43,4932044.09,0.0,-8.6,1.707464141911189,-4.1
CA_10_2020,CA_10,2020,302494,JOSH HARDER,Democrat,I,TED HOWZE,Republican,C,10.33,4091139.47,1878228.79,0.0,-3.1,2.1781901607418126,7.23
CA_16_2014,CA_16,2014,91220,JIM COSTA,Democrat,I,JOHNNY TACHERRA,Republican,C,1.46,1116677.4,342204.12,-7.0,5.7,3.2631909867128424,0.16
CA_16_2018,CA_16,2018,142959,JIM COSTA,Democrat,I,ELIZABETH HENG,Republican,C,15.09,2363583.43,1267197.95,-9.0,-8.6,1.8652045878072958,-2.51
CA_16_2020,CA_16,2020,216729,JIM COSTA,Democrat,I,KEVIN COOKINGHAM,Republican,C,18.76,1846494.42,270292.35,-9.0,-3.1,6.8314712569556635,6.66
CA_1_2012,CA_1,2012,294213,DOUG LA MALFA,Republican,I,JIM REED,Democrat,C,14.77,775941.69,192924.1,10.0,-1.1,4.022004975013489,5.87
CA_1_2014,CA_1,2014,216372,DOUG LAMALFA,Republican,I,HEIDI HALL,Democrat,C,22.06,730253.27,233970.36,10.0,5.7,3.121135813955238,6.36
CA_1_2016,CA_1,2016,314036,DOUG LAMALFA,Republican,I,JIM REED,Democrat,C,18.11,808869.52,134916.57,10.0,1.1,5.995331188748721,7.01
CA_1_2018,CA_1,2018,291594,DOUG LA MALFA,Republican,I,AUDREY DENNEY,Democrat,C,9.77,1095659.91,1097092.46,11.0,-8.6,0.998694230384192,7.37
CA_1_2020,CA_1,2020,358263,DOUG LAMALFA,Republican,I,AUDREY DENNEY,Democrat,C,13.99,1179453.85,2475446.47,11.0,-3.1,0.4764610603759087,6.09
CA_22_2018,CA_22,2018,222379,DEVIN G NUNES,Republican,I,ANDREW JANZ,Democrat,C,5.44,11629556.14,9211821.7,8.0,-8.6,1.262459969237138,6.04
CA_22_2020,CA_22,2020,315139,DEVIN NUNES,Republican,I,PHIL ARBALLO,Democrat,C,8.45,20201844.61,5146107.01,8.0,-3.1,3.925655757010774,3.55
CA_24_2012,CA_24,2012,284495,LOIS CAPPS,Democrat,I,ABEL MALDONADO,Republican,C,10.19,3286649.92,2669430.05,-3.0,-1.1,1.2312178474202762,6.09
CA_24_2014,CA_24,2014,198794,LOIS CAPPS,Democrat,I,CHRIS MITCHUM,Republican,C,3.85,2493169.87,490474.37,-4.0,5.7,5.08318073786404,5.55
CA_24_2016,CA_24,2016,310814,SALUD CARBAJAL,Democrat,O,JUSTIN DONALD FAREED,Republican,O,6.84,3120305.56,2295813.98,-4.0,1.1,1.359128216476842,3.94
CA_24_2018,CA_24,2018,284431,SALUD CARBAJAL,Democrat,I,JUSTIN FAREED,Republican,C,17.11,2077611.91,1513003.06,-7.0,-8.6,1.373170990149881,1.51
CA_24_2020,CA_24,2020,362345,SALUD O CARBAJAL,Democrat,I,ANDY CALDWELL,Republican,C,17.33,1490230.52,1288902.84,-7.0,-3.1,1.1562008196056113,7.23
CA_25_2012,CA_25,2012,236575,"HOWARD P ""BUCK"" MCKEON",Republican,I,LEE C ROGERS,Democrat,C,9.56,1756319.01,360091.19,6.0,-1.1,4.877428436946763,4.66
CA_25_2016,CA_25,2016,261161,STEPHEN KNIGHT,Republican,I,BRYAN CAFORIO,Democrat,C,6.26,1679628.36,1703542.69,3.0,1.1,0.9859620013396906,2.16
CA_25_2018,CA_25,2018,245022,KATIE HILL,Democrat,C,STEVE KNIGHT,Republican,I,8.73,8505044.12,2631813.07,0.0,-8.6,3.231629258532408,0.13
CA_25_2020,CA_25,2020,338943,MIKE GARCIA,Republican,I,CHRISTY SMITH,Democrat,C,0.1,9762756.03,5943381.18,-3.0,-3.1,1.64262660164765,6.2
CA_26_2012,CA_26,2012,263935,JULIA BROWNLEY,Democrat,C,TONY STRICKLAND,Republican,I,5.38,2106885.83,,-2.0,-1.1,,2.28
CA_26_2014,CA_26,2014,169829,JULIA BROWNLEY,Democrat,I,JEFF GORELL,Republican,C,2.66,3364754.34,1298190.88,-4.0,5.7,2.5918795085049435,4.36
CA_26_2018,CA_26,2018,255426,JULIA BROWNLEY,Democrat,I,ANTONIO SABATO JR,Republican,C,23.88,1788074.84,350222.64,-7.0,-8.6,5.105537551769926,8.28
CA_31_2014,CA_31,2014,99784,PETE AGUILAR,Democrat,O,PAUL CHABOT,Republican,O,3.47,2246264.88,522741.85,-5.0,5.7,4.297082546576288,4.17
CA_31_2016,CA_31,2016,215936,PETE AGUILAR,Democrat,I,PAUL CHABOT,Republican,C,12.14,2011901.87,697268.25,-5.0,1.1,2.8854058248027212,8.24
CA_31_2018,CA_31,2018,187495,PETE AGUILAR,Democrat,I,SEAN FLYNN,Republican,C,17.49,2493817.05,1399111.11,-8.0,-8.6,1.7824295956023104,0.89
CA_36_2012,CA_36,2012,208142,RAUL RUIZ,Democrat,C,MARY BONO MACK,Republican,I,5.88,1925464.26,2423515.64,3.0,-1.1,0.7944921948182682,7.78
CA_36_2018,CA_36,2018,207008,RAUL RUIZ,Democrat,I,KIMBERLIN BROWN PELZER,Republican,C,18.03,2512376.46,841751.6,-2.0,-8.6,2.9847005458617484,7.43
CA_39_2012,CA_39,2012,251967,EDWARD R ROYCE,Republican,I,JAY CHEN,Democrat,C,15.58,4517754.11,714593.73,7.0,-1.1,6.322129512667289,9.68
CA_39_2016,CA_39,2016,263456,EDWARD R ROYCE,Republican,I,BRETT MURDOCK,Democrat,C,14.46,3663387.68,76513.51,5.0,1.1,47.878965165759624,8.36
CA_39_2018,CA_39,2018,244393,GIL CISNEROS,Democrat,O,YOUNG KIM,Republican,O,3.11,12183755.2,2902331.5,0.0,-8.6,4.19791991369697,-5.49
CA_39_2020,CA_39,2020,343783,YOUNG KIM,Republican,C,GILBERT RAY CISNEROS JR,Democrat,I,1.2,6070017.32,4503468.14,0.0,-3.1,1.347853949733949,4.3
CA_3_2014,CA_3,2014,150260,JOHN GARAMENDI,Democrat,I,DAN LOGUE,Republican,C,5.45,1320607.27,1600768.31,-3.0,5.7,0.8249833918813647,8.15
CA_3_2018,CA_3,2018,232251,JOHN GARAMENDI,Democrat,I,CHARLIE SCHAUPP,Republican,C,16.15,839434.81,27158.94,-5.0,-8.6,30.908231690927558,2.55
CA_3_2020,CA_3,2020,321988,JOHN GARAMENDI,Democrat,I,TAMIKA HAMILTON,Republican,C,9.35,717060.34,384583.7,-5.0,-3.1,1.864510482373538,1.25
CA_41_2014,CA_41,2014,82884,MARK TAKANO,Democrat,I,STEVE ADAMS,Republican,C,13.29,1312896.41,230976.44,-9.0,5.7,5.684113972836363,9.99
CA_41_2018,CA_41,2018,166248,MARK TAKANO,Democrat,I,AJA SMITH,Republican,C,30.2,1100014.99,43652.16,-12.0,-8.6,25.19955461539589,9.6
CA_42_2016,CA_42,2016,254236,KEN CALVERT,Republican,I,TIM SHERIDAN,Democrat,C,17.64,1276116.53,159128.08,10.0,1.1,8.019430197360517,6.54
CA_42_2020,CA_42,2020,368047,KEN CALVERT,Republican,I,"WILLIAM ""LIAM"" O'MARA",Democrat,C,14.26,1552252.09,130072.24,9.0,-3.1,11.93376918856783,8.36
CA_44_2012,CA_44,2012,165898,JANICE HAHN,Democrat,I,LAURA RICHARDSON,Democrat,C,20.45,2483980.0,619800.49,-29.0,-1.1,4.007708996809602,-9.65
CA_44_2018,CA_44,2018,143322,NANETTE DIAZ BARRAGAN,Democrat,I,AJA L BROWN,Democrat,C,36.68,975363.82,17820.15,-35.0,-8.6,54.733760377999054,-6.92
CA_45_2016,CA_45,2016,311849,MIMI WALTERS,Republican,I,RON VARASTEH,Democrat,C,17.12,1690947.44,117761.42,7.0,1.1,14.359095194334444,9.02
CA_45_2018,CA_45,2018,305289,KATIE PORTER,Democrat,C,MIMI WALTERS,Republican,I,4.1,6891471.01,5280460.18,3.0,-8.6,1.3050890973672677,-1.5
CA_45_2020,CA_45,2020,414939,KATIE PORTER,Democrat,I,GREG RATHS,Republican,C,6.93,6717188.33,1408703.47,3.0,-3.1,4.768347968930608,6.83
CA_47_2012,CA_47,2012,230012,ALAN LOWENTHAL,Democrat,I,GARY DELONG,Republican,C,13.12,1175009.14,1418740.41,-5.0,-1.1,0.828205873123752,7.02
CA_47_2014,CA_47,2014,123400,ALAN S LOWENTHAL,Democrat,I,ANDY WHALLON,Republican,C,11.98,506596.9,59582.15,-8.0,5.7,8.502494455134634,9.68
CA_47_2018,CA_47,2018,221036,ALAN LOWENTHAL,Democrat,I,JOHN BRISCOE,Republican,C,29.71,631673.27,48137.47,-13.0,-8.6,13.122278133852902,8.11
CA_48_2016,CA_48,2016,306416,DANA ROHRABACHER,Republican,I,SUZANNE SAVARY,Democrat,C,16.64,659108.23,33970.11,7.0,1.1,19.40259333867332,8.54
CA_48_2018,CA_48,2018,294736,HARLEY ROUDA,Democrat,C,DANA ROHRABACHER,Republican,I,7.1,8473725.72,2979978.21,4.0,-8.6,2.843552913093281,2.5
CA_48_2020,CA_48,2020,395100,MICHELLE STEEL,Republican,C,HARLEY ROUDA,Democrat,I,2.12,6271738.6,6465174.21,4.0,-3.1,0.9700803715852229,1.22
CA_49_2016,CA_49,2016,310155,DARRELL E ISSA,Republican,I,DOUG APPLEGATE,Democrat,C,0.52,6311313.06,2051589.43,4.0,1.1,3.076304141418783,-4.58
CA_49_2018,CA_49,2018,295030,MIKE LEVIN,Democrat,O,DIANE L HARKEY,Republican,O,12.84,5497153.67,1642058.86,1.0,-8.6,3.3477202333660556,5.24
CA_49_2020,CA_49,2020,386506,MIKE LEVIN,Democrat,I,BRIAN MARYOTT,Republican,C,6.26,2959855.97,3444349.84,1.0,-3.1,0.8593366259218316,4.16
CA_4_2014,CA_4,2014,211134,TOM MCCLINTOCK,Republican,I,"ARTHUR ""ART"" MOORE",Republican,C,20.1,1750512.01,221522.01,10.0,5.7,7.90220353273248,4.4
CA_4_2018,CA_4,2018,340654,TOM MCCLINTOCK,Republican,I,JESSICA MORSE,Democrat,C,8.26,1800346.86,3711060.21,10.0,-8.6,0.48513005936920656,6.86
CA_4_2020,CA_4,2020,442022,TOM MCCLINTOCK,Republican,I,BRYNNE S KENNEDY,Democrat,C,11.89,2130296.45,3018528.82,10.0,-3.1,0.7057399736869169,4.99
CA_52_2012,CA_52,2012,295910,SCOTT PETERS,Democrat,C,BRIAN P BILBRAY,Republican,I,2.36,4352737.01,2772270.37,-1.0,-1.1,1.5700983053828186,0.26
CA_52_2014,CA_52,2014,191572,SCOTT H PETERS,Democrat,I,CARL DEMAIO,Republican,C,3.17,4504002.79,3353676.65,-2.0,5.7,1.3430044873288545,6.87
CA_7_2012,CA_7,2012,273291,AMI BERA,Democrat,C,DANIEL E LUNGREN,Republican,I,3.36,3564211.09,2718888.94,3.0,-1.1,1.3109072009392189,5.26
CA_7_2014,CA_7,2014,183587,AMI BERA,Democrat,I,DOUG OSE,Republican,C,0.79,4355563.28,8555545.86,0.0,5.7,0.5090923888753488,6.49
CA_7_2016,CA_7,2016,297301,AMI BERA,Democrat,I,SCOTT R JONES,Republican,C,2.34,4192531.21,1355340.14,0.0,1.1,3.0933424653091146,3.44
CA_7_2018,CA_7,2018,281617,AMI BERA,Democrat,I,ANDREW GRANT,Republican,C,10.09,1769089.63,549841.35,-3.0,-8.6,3.2174546894299603,-1.51
CA_7_2020,CA_7,2020,383965,AMI BERA,Democrat,I,BUZZ PATTERSON,Republican,C,13.25,1126435.93,67330.19,-3.0,-3.1,16.730027495838048,7.15
CA_8_2012,CA_8,2012,179644,PAUL COOK,Republican,C,GREGG IMUS,Republican,I,14.77,583981.44,110127.67,12.0,-1.1,5.3027675969172865,3.87
CA_8_2020,CA_8,2020,283111,JAY OBERNOLTE,Republican,O,CHRISTINE BUBSER,Democrat,O,12.12,1958786.11,1876717.93,9.0,-3.1,1.0437296296305967,6.22
CA_9_2012,CA_9,2012,213077,JERRY MCNERNEY,Democrat,I,RICKY GILL,Republican,C,11.11,2744513.95,2947420.19,-2.0,-1.1,0.93115802060106,8.01
CA_9_2014,CA_9,2014,121204,JERRY MCNERNEY,Democrat,I,"ANTONIO C ""TONY"" AMADOR",Republican,C,4.74,1109114.54,62057.76,-6.0,5.7,17.872294133723162,4.44
CA_9_2016,CA_9,2016,232155,JERRY MCNERNEY,Democrat,I,"ANTONIO C ""TONY"" AMADOR",Republican,C,14.72,1154434.25,67038.68,-6.0,1.1,17.220420360305425,9.82
CA_9_2018,CA_9,2018,200763,JERRY MCNERNEY,Democrat,I,MARLA LIVENGOOD,Republican,C,12.98,1285784.91,97462.93,-8.0,-8.6,13.192553414924014,-3.62
CA_9_2020,CA_9,2020,302610,JERRY MCNERNEY,Democrat,I,"ANTONIO C ""TONY"" AMADOR",Republican,C,15.17,1128095.71,52225.0,-8.0,-3.1,21.600683772139778,4.07
CO_2_2012,CO_2,2012,421580,JARED POLIS,Democrat,I,KEVIN LUNDBERG,Republican,C,17.11,1506673.17,282160.66,-8.0,-1.1,5.339770505215008,8.01
CO_2_2018,CO_2,2018,430614,JOE NEGUSE,Democrat,O,PETER YU,Republican,O,26.64,1064033.62,67708.0,-9.0,-8.6,15.715035446328352,9.04
CO_3_2012,CO_3,2012,347247,SCOTT R TIPTON,Republican,I,SAL PACE,Democrat,C,12.29,2225170.66,1953038.26,4.0,-1.1,1.1393379769221725,9.39
CO_3_2016,CO_3,2016,374037,SCOTT R TIPTON,Republican,I,GAIL SCHWARTZ,Democrat,C,14.25,2042118.59,1685037.24,5.0,1.1,1.2119130316668847,8.15
CO_3_2020,CO_3,2020,429319,LAUREN BOEBERT,Republican,I,DIANE E MITSCH BUSH,Democrat,C,6.18,2632675.56,5040013.78,6.0,-3.1,0.5223548337203158,3.28
CO_5_2014,CO_5,2014,262855,DOUG LAMBORN,Republican,I,IRV HALTER,Democrat,C,19.6,574480.8,833960.84,13.0,5.7,0.688858244231228,0.9
CO_5_2020,CO_5,2020,432407,DOUG LAMBORN,Republican,I,JILLIAN FREELAND,Democrat,C,20.22,390060.58,181293.51,14.0,-3.1,2.1515418836559563,9.32
CO_6_2012,CO_6,2012,342914,MIKE COFFMAN,Republican,I,JOE MIKLOSI,Democrat,C,2.04,3844986.68,1703888.85,1.0,-1.1,2.256594777294305,2.14
CO_6_2014,CO_6,2014,276440,MIKE COFFMAN,Republican,I,ANDREW ROMANOFF,Democrat,C,8.91,4711131.67,5145369.66,-1.0,5.7,0.9156060655125019,4.21
CO_6_2016,CO_6,2016,376417,MIKE COFFMAN,Republican,I,MORGAN CARROLL,Democrat,C,8.3,3574756.56,3132175.95,-1.0,1.1,1.1413013244035668,8.2
CO_6_2018,CO_6,2018,346817,JASON CROW,Democrat,C,MIKE COFFMAN,Republican,I,11.23,5667236.29,3823933.07,-2.0,-8.6,1.4820437979056993,0.63
CT_4_2014,CT_4,2014,198800,JAMES A HIMES,Democrat,I,DAN DEBICELLA,Republican,C,7.52,2371454.0,1273919.55,-5.0,5.7,1.8615414136630526,8.22
CT_4_2018,CT_4,2018,275651,JIM HIMES,Democrat,I,HARRY ARORA,Republican,C,22.42,1706354.06,754776.65,-7.0,-8.6,2.2607403925386405,6.82
CT_5_2012,CT_5,2012,284757,ELIZABETH ESTY,Democrat,O,ANDREW RORABACK,Republican,O,2.62,3285559.7,1574453.91,-2.0,-1.1,2.0867931916787583,-0.48
CT_5_2018,CT_5,2018,270664,JAHANA HAYES,Democrat,O,MANNY SANTOS,Republican,O,11.75,1306411.7,75953.33,-2.0,-8.6,17.200189906091016,1.15
CT_5_2020,CT_5,2020,349524,JAHANA HAYES,Democrat,I,DAVID X SULLIVAN,Republican,C,11.59,1605007.59,430170.44,-2.0,-3.1,3.7310968880148994,6.49
DE_0_2016,DE_0,2016,420617,LISA BLUNT ROCHESTER,Democrat,O,HANS REIGLE,Republican,O,14.56,1451279.77,221665.5,-8.0,1.1,6.5471612406982596,7.66
DE_0_2020,DE_0,2020,488270,LISA BLUNT ROCHESTER,Democrat,I,LEE MURPHY,Republican,C,17.41,1327603.95,131862.44,-6.0,-3.1,10.06809786016397,8.31
FL_13_2016,FL_13,2016,355842,CHARLIE CRIST,Democrat,C,DAVID W JOLLY,Republican,I,3.81,1983386.46,2230282.46,-3.0,1.1,0.8892983268137257,1.91
FL_13_2018,FL_13,2018,316971,CHARLIE CRIST,Democrat,I,GEORGE BUCK,Republican,C,15.29,1780937.57,42519.44,-2.0,-8.6,41.88525460354134,4.69
FL_13_2020,FL_13,2020,406125,CHARLIE CRIST,Democrat,I,ANNA PAULINA LUNA,Republican,C,6.08,4059147.92,3286006.7,-2.0,-3.1,1.23528291040916,0.98
FL_15_2014,FL_15,2014,213582,DENNIS A ROSS,Republican,I,ALAN M COHN,Democrat,C,20.56,1465843.12,429906.11,6.0,5.7,3.4096819884695293,8.86
FL_15_2016,FL_15,2016,318474,DENNIS A ROSS,Republican,I,JIM LANGE,Democrat,C,14.92,1199262.94,37571.54,6.0,1.1,31.91945126550575,7.82
FL_15_2018,FL_15,2018,285532,ROSS SPANO,Republican,O,KRISTEN CARLSON,Democrat,O,6.04,934198.85,2101885.58,6.0,-8.6,0.44445751894829594,8.64
FL_15_2020,FL_15,2020,390671,SCOTT FRANKLIN,Republican,O,ALAN COHN,Democrat,O,10.77,1639816.94,2320645.03,6.0,-3.1,0.7066211845419548,7.87
FL_18_2012,FL_18,2012,330665,PATRICK MURPHY,Democrat,C,ALLEN B WEST,Republican,I,0.58,4480428.11,18471216.08,1.0,-1.1,0.2425627035380337,0.48
FL_18_2016,FL_18,2016,375918,BRIAN MAST,Republican,O,RANDY PERKINS,Democrat,O,10.53,2872938.76,10862988.41,3.0,1.1,0.2644703880338578,6.43
FL_22_2012,FL_22,2012,313071,LOIS FRANKEL,Democrat,I,ADAM HASNER,Republican,C,9.25,3490565.22,3368776.59,-5.0,-1.1,1.0361521836626157,3.15
FL_22_2018,FL_22,2018,297683,TED DEUTCH,Democrat,I,NICOLAS KIMAZ,Republican,C,24.05,1274589.63,202834.66,-6.0,-8.6,6.283884766045408,9.45
FL_22_2020,FL_22,2020,402317,THEODORE E DEUTCH,Democrat,I,"JAMES ""JIM"" PRUDEN",Republican,C,17.2,1283607.07,278998.83,-6.0,-3.1,4.600761479895811,8.1
FL_23_2016,FL_23,2016,323120,DEBBIE WASSERMAN SCHULTZ,Democrat,I,"JOSEPH ""JOE"" KAUFMAN",Republican,C,16.22,4242401.09,123263.44,-9.0,1.1,34.417351081553456,8.32
FL_23_2018,FL_23,2018,276366,DEBBIE WASSERMAN SCHULTZ,Democrat,I,"JOSEPH ""JOE"" KAUFMAN",Republican,C,22.49,1986789.07,476747.12,-11.0,-8.6,4.16738557329932,2.89
FL_23_2020,FL_23,2020,380196,DEBBIE WASSERMAN SCHULTZ,Democrat,I,CARLA SPALDING,Republican,C,16.4,1992619.2,931190.64,-11.0,-3.1,2.1398617151048684,2.3
FL_27_2016,FL_27,2016,287677,ILEANA ROS-LEHTINEN,Republican,I,SCOTT FUHRMAN,Democrat,C,9.79,3436514.81,888454.46,1.0,1.1,3.8679695636847837,7.69
FL_27_2018,FL_27,2018,252586,DONNA SHALALA,Democrat,O,MARIA ELVIRA SALAZAR,Republican,O,6.0,4414481.03,2056401.32,-5.0,-8.6,2.146702098985231,-7.6
FL_3_2016,FL_3,2016,342700,TED S YOHO,Republican,I,"KENNETH ""KEN"" MCGURN",Democrat,C,16.78,794643.44,602081.92,9.0,1.1,1.3198261126990825,6.68
FL_3_2020,FL_3,2020,390401,KAT CAMMACK,Republican,O,ADAM CHRISTENSEN,Democrat,O,14.28,1104893.66,254948.08,9.0,-3.1,4.333798709133248,8.38
FL_7_2016,FL_7,2016,353655,STEPHANIE MURPHY,Democrat,C,JOHN L MICA,Republican,I,2.96,1071897.72,1828019.08,2.0,1.1,0.5863711882044469,6.06
FL_7_2018,FL_7,2018,317398,STEPHANIE MURPHY,Democrat,I,MIKE MILLER,Republican,C,15.38,3156143.66,1103414.05,0.0,-8.6,2.8603439116984237,6.78
FL_7_2020,FL_7,2020,406449,STEPHANIE N MURPHY,Democrat,I,LEO VALENTIN,Republican,C,12.1,1828521.74,1028316.45,0.0,-3.1,1.7781702704454452,9.0
FL_9_2018,FL_9,2018,296737,DARREN SOTO,Democrat,I,WAYNE LIEBNITZKY,Republican,C,16.04,1534325.41,71507.85,-5.0,-8.6,21.456740903271456,2.44
FL_9_2020,FL_9,2020,429638,DARREN SOTO,Democrat,I,"WILLIAM P ""BILL"" OLSON",Republican,C,12.06,949960.3,402594.3,-5.0,-3.1,2.3595969937974783,3.96
GA_2_2018,GA_2,2018,229171,SANFORD BISHOP,Democrat,I,HERMAN WEST JR,Republican,C,19.3,1273000.02,17109.52,-6.0,-8.6,74.40302357985496,4.7
GA_2_2020,GA_2,2020,273034,SANFORD D BISHOP JR,Democrat,I,DON COLE,Republican,C,18.23,1456259.17,163543.92,-6.0,-3.1,8.904391982288304,9.13
GA_6_2016,GA_6,2016,326005,TOM PRICE,Republican,I,RODNEY STOOKSBURY,Democrat,C,23.36,2462526.7,0.0,14.0,1.1,inf,8.26
GA_6_2018,GA_6,2018,317014,LUCY MCBATH,Democrat,C,KAREN HANDEL,Republican,I,1.03,2485321.68,8685297.45,8.0,-8.6,0.28615274195358736,0.43
GA_7_2012,GA_7,2012,252066,ROB WOODALL,Republican,I,STEVE REILLY,Democrat,C,24.32,426844.12,32745.0,16.0,-1.1,13.03539838143228,9.42
GA_7_2018,GA_7,2018,280441,ROB WOODALL,Republican,I,CAROLYN BOURDEAUX,Democrat,C,0.15,1514245.52,2801216.29,9.0,-8.6,0.5405671548482963,-0.25
GA_7_2020,GA_7,2020,371464,CAROLYN BOURDEAUX,Democrat,O,RICH MCCORMICK,Republican,O,2.78,5331899.54,2679580.55,9.0,-3.1,1.9898261838032822,8.68
HI_1_2012,HI_1,2012,217876,COLLEEN W HANABUSA,Democrat,I,CHARLES K DJOU,Republican,C,9.03,1448162.67,926223.37,-11.0,-1.1,1.5635134211739874,-3.07
HI_1_2014,HI_1,2014,182268,MARK TAKAI,Democrat,O,CHARLES DJOU,Republican,O,3.81,1826464.36,1018461.8,-18.0,5.7,1.79335578418356,-8.49
IA_1_2012,IA_1,2012,390849,BRUCE L BRALEY,Democrat,I,BEN LANGE,Republican,C,15.34,2664440.22,1079784.4,-5.0,-1.1,2.467566877239568,9.24
IA_1_2014,IA_1,2014,289306,ROD BLUM,Republican,O,PAT MURPHY,Democrat,O,2.29,1035951.96,1416830.14,-5.0,5.7,0.7311758345287601,1.59
IA_1_2018,IA_1,2018,334243,ABBY FINKENAUER,Democrat,C,ROD BLUM,Republican,I,5.06,4572791.56,2774877.78,-1.0,-8.6,1.6479253943934065,-4.54
IA_1_2020,IA_1,2020,423971,ASHLEY HINSON,Republican,C,ABBY FINKENAUER,Democrat,I,2.53,5062131.23,5912075.08,-1.0,-3.1,0.8562359512525001,6.63
IA_2_2012,IA_2,2012,381275,DAVID LOEBSACK,Democrat,I,JOHN ARCHER,Republican,C,13.08,1544560.57,967708.31,-4.0,-1.1,1.5961013810039515,7.98
IA_2_2014,IA_2,2014,273329,DAVID LOEBSACK,Democrat,I,MARIANNETTE MILLER-MEEKS,Republican,C,5.11,1721735.53,940493.03,-4.0,5.7,1.8306733543788198,6.81
