state_po,district,candidatevotes,TTL_RECEIPTS,spending_per_vote
VA,5,2462320,7610515.41,3.090790559309919
VA,6,1076936,3500548.71,3.250470510782442
VA,7,3569670,48839709.51,13.681855608501625
VA,8,2958296,10952014.04,3.7021359728708685
VA,9,746376,2815373.64,3.7720581047622113
VA,10,5034465,28796999.94,5.719972219491049
VA,11,2896760,7732822.050000001,2.669472807550505
VT,0,6714965,258737148.18,38.5314217095696
WA,1,1146736,8078915.16,7.04513956132885
WA,2,1351692,6164216.25,4.560370446817767
WA,3,2877831,38563495.38,13.40019458404611
WA,4,1359882,12034213.98,8.849454570323013
WA,5,1902036,21571741.83,11.341395131322434
WA,6,1391492,9781976.52,7.029847473072069
WA,7,1386588,8400001.41,6.058037001618361
WA,8,1680190,40942379.13,24.367707896130796
WA,9,1199240,5295132.0600000005,4.415406474100264
WA,10,2141984,6307483.83,2.9446923179631592
WI,1,1805202,17945919.92,9.941225369792413
WI,2,1514148,5372600.0,3.548266087595136
WI,3,2225454,31232913.6,14.034400890784532
WI,4,255012,4881894.24,19.14378241023952
WI,5,1892615,3571378.38,1.88700733112651
WI,6,755997,4015283.7600000007,5.311242981122942
WI,7,2029608,3839742.869999999,1.8918642762543305
WI,8,1550980,28586212.98,18.431064862216147
WV,1,681588,3860871.81,5.6645243314142855
WV,2,2448860,21402735.9,8.739877289840987
WY,0,2972970,68443816.07,23.02203388194297
